Plot,Quad,ID,Site,Sample.Year,Burn.Year,Treatment ,cyano,Lichen,Moss,Mixed,Total,treatment
pgw06,a,pgw062020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw06,b,pgw062020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw06,c,pgw062020,pgw,2020,2017,rx,0,1,1,2,4,burn
pgw06,d,pgw062020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw06,a,pgw062020,pgw,2020,2017,none,0,0,0,0,0,control
pgw06,b,pgw062020,pgw,2020,2017,none,0,0,0,1,1,control
pgw06,c,pgw062020,pgw,2020,2017,none,0,0,0,0,0,control
pgw06,d,pgw062020,pgw,2020,2017,none,9,0,0,0,9,control
pgw07,a,pgw072018,pgw,2018,2017,rx,5,3,0,NA,8,burn
pgw07,b,pgw072018,pgw,2018,2017,rx,5,0,0,NA,5,burn
pgw07,c,pgw072018,pgw,2018,2017,rx,7,0,0,NA,5,burn
pgw07,d,pgw072018,pgw,2018,2017,rx,15,0,1,NA,8,burn
pgw07,a,pgw072018,pgw,2018,none,none,0,2,0,NA,12,control
pgw07,b,pgw072018,pgw,2018,none,none,4,0,0,NA,0,control
pgw07,c,pgw072018,pgw,2018,none,none,0,1,1,NA,6,control
pgw07,d,pgw072018,pgw,2018,none,none,1,0,1,NA,1,control
pgw07,a,pgw072019,pgw,2019,2017,rx,4,1,1,NA,6,burn
pgw07,b,pgw072019,pgw,2019,2017,rx,1,1,0,NA,2,burn
pgw07,c,pgw072019,pgw,2019,2017,rx,2,1,2,NA,5,burn
pgw07,d,pgw072019,pgw,2019,2017,rx,2,1,0,NA,3,burn
pgw07,a,pgw072019,pgw,2019,none,none,0,0,0,NA,0,control
pgw07,b,pgw072019,pgw,2019,none,none,2,0,0,NA,2,control
pgw07,c,pgw072019,pgw,2019,none,none,2,1,0,NA,3,control
pgw07,d,pgw072019,pgw,2019,none,none,1,0,1,NA,2,control
pgw07,a,pgw072020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw07,b,pgw072020,pgw,2020,2017,rx,0,0,0,11,11,burn
pgw07,c,pgw072020,pgw,2020,2017,rx,0,1,0,0,1,burn
pgw07,d,pgw072020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw07,a,pgw072020,pgw,2020,2017,none,0,0,0,0,0,control
pgw07,b,pgw072020,pgw,2020,2017,none,0,0,0,0,0,control
pgw07,c,pgw072020,pgw,2020,2017,none,0,0,0,0,0,control
pgw07,d,pgw072020,pgw,2020,2017,none,0,0,0,0,0,control
pgw08,a,pgw082018,pgw,2018,2017,rx,18,1,0,NA,16,burn
pgw08,b,pgw082018,pgw,2018,2017,rx,17,0,1,NA,19,burn
pgw08,c,pgw082018,pgw,2018,2017,rx,9,1,0,NA,18,burn
pgw08,d,pgw082018,pgw,2018,2017,rx,50,0,0,NA,9,burn
pgw08,a,pgw082018,pgw,2018,none,none,0,0,0,NA,1,control
pgw08,b,pgw082018,pgw,2018,none,none,0,0,0,NA,0,control
pgw08,c,pgw082018,pgw,2018,none,none,0,0,0,NA,0,control
pgw08,d,pgw082018,pgw,2018,none,none,2,0,0,NA,0,control
pgw08,a,pgw082019,pgw,2019,2017,rx,5,25,0,NA,30,burn
pgw08,b,pgw082019,pgw,2019,2017,rx,20,25,0,NA,45,burn
pgw08,c,pgw082019,pgw,2019,2017,rx,20,1,10,NA,31,burn
pgw08,d,pgw082019,pgw,2019,2017,rx,35,55,5,NA,95,burn
pgw08,a,pgw082019,pgw,2019,none,none,0,0,0,NA,0,control
pgw08,b,pgw082019,pgw,2019,none,none,0,0,0,NA,0,control
pgw08,c,pgw082019,pgw,2019,none,none,0,0,1,NA,1,control
pgw08,d,pgw082019,pgw,2019,none,none,0,0,0,NA,0,control
pgw08,a,pgw082020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw08,b,pgw082020,pgw,2020,2017,rx,0,0,0,44,44,burn
pgw08,c,pgw082020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw08,d,pgw082020,pgw,2020,2017,rx,0,0,0,34,34,burn
pgw08,a,pgw082020,pgw,2020,2017,none,0,0,0,0,0,control
pgw08,b,pgw082020,pgw,2020,2017,none,0,0,0,0,0,control
pgw08,c,pgw082020,pgw,2020,2017,none,0,0,0,0,0,control
pgw08,d,pgw082020,pgw,2020,2017,none,0,0,0,0,0,control
pgw09,a,pgw092018,pgw,2018,2017,rx,25,2,1,NA,53,burn
pgw09,b,pgw092018,pgw,2018,2017,rx,60,0,0,NA,25,burn
pgw09,c,pgw092018,pgw,2018,2017,rx,30,1,0,NA,61,burn
pgw09,d,pgw092018,pgw,2018,2017,rx,10,0,0,NA,30,burn
pgw09,a,pgw092018,pgw,2018,none,none,0,0,0,NA,2,control
pgw09,b,pgw092018,pgw,2018,none,none,0,0,0,NA,0,control
pgw09,c,pgw092018,pgw,2018,none,none,0,0,0,NA,0,control
pgw09,d,pgw092018,pgw,2018,none,none,0,0,1,NA,1,control
pgw09,a,pgw092019,pgw,2019,2017,rx,1,0,0,NA,1,burn
pgw09,b,pgw092019,pgw,2019,2017,rx,3,1,1,NA,5,burn
pgw09,c,pgw092019,pgw,2019,2017,rx,1,0,0,NA,1,burn
pgw09,d,pgw092019,pgw,2019,2017,rx,1,0,0,NA,1,burn
pgw09,a,pgw092019,pgw,2019,none,none,0,0,0,NA,0,control
pgw09,b,pgw092019,pgw,2019,none,none,5,0,0,NA,5,control
pgw09,c,pgw092019,pgw,2019,none,none,2,0,2,NA,4,control
pgw09,d,pgw092019,pgw,2019,none,none,0,0,1,NA,1,control
pgw09,a,pgw092020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw09,b,pgw092020,pgw,2020,2017,rx,0,0,0,16,16,burn
pgw09,c,pgw092020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw09,d,pgw092020,pgw,2020,2017,rx,0,0,0,0,0,burn
pgw09,a,pgw092020,pgw,2020,2017,none,0,0,0,0,0,control
pgw09,b,pgw092020,pgw,2020,2017,none,0,0,0,0,0,control
pgw09,c,pgw092020,pgw,2020,2017,none,0,0,0,0,0,control
pgw09,d,pgw092020,pgw,2020,2017,none,0,0,0,2,2,control
pgw10,a,pgw102018,pgw,2018,2017,rx,75,0,0,NA,10,burn
pgw10,b,pgw102018,pgw,2018,2017,rx,65,0,0,NA,75,burn
pgw10,c,pgw102018,pgw,2018,2017,rx,60,1,1,NA,67,burn
pgw10,d,pgw102018,pgw,2018,2017,rx,30,1,0,NA,61,burn
pgw10,a,pgw102018,pgw,2018,none,none,2,0,0,NA,0,control
pgw10,b,pgw102018,pgw,2018,none,none,6,1,2,NA,5,control
pgw10,c,pgw102018,pgw,2018,none,none,1,1,0,NA,7,control
pgw10,d,pgw102018,pgw,2018,none,none,1,1,0,NA,2,control
pgw10,a,pgw102019,pgw,2019,2017,rx,50,1,4,NA,55,burn
pgw10,b,pgw102019,pgw,2019,2017,rx,40,5,0,NA,45,burn
pgw10,c,pgw102019,pgw,2019,2017,rx,30,10,0,NA,40,burn
pgw10,d,pgw102019,pgw,2019,2017,rx,60,10,1,NA,71,burn
pgw10,a,pgw102019,pgw,2019,none,none,0,0,0,NA,0,control
pgw10,b,pgw102019,pgw,2019,none,none,0,0,0,NA,0,control
pgw10,c,pgw102019,pgw,2019,none,none,0,0,0,NA,0,control
pgw10,d,pgw102019,pgw,2019,none,none,0,0,0,NA,0,control
pgw10,a,pgw102020,pgw,2020,2017,rx,10,0,0,10,20,burn
pgw10,b,pgw102020,pgw,2020,2017,rx,0,0,0,51,51,burn
pgw10,c,pgw102020,pgw,2020,2017,rx,0,0,0,1,1,burn
pgw10,d,pgw102020,pgw,2020,2017,rx,0,0,0,56,56,burn
pgw10,a,pgw102020,pgw,2020,2017,none,0,0,0,0,0,control
pgw10,b,pgw102020,pgw,2020,2017,none,0,0,0,4,4,control
pgw10,c,pgw102020,pgw,2020,2017,none,0,0,0,0,0,control
pgw10,d,pgw102020,pgw,2020,2017,none,0,0,0,0,0,control
rc01,a,rc012018,rc,2018,2012,wild,2,0,0,NA,2,burn
rc01,b,rc012018,rc,2018,2012,wild,8,1,2,NA,11,burn
rc01,c,rc012018,rc,2018,2012,wild,14,1,1,NA,16,burn
rc01,d,rc012018,rc,2018,2012,wild,30,0,0,NA,30,burn
rc01,a,rc012018,rc,2018,2012,none,0,0,0,NA,0,control
rc01,b,rc012018,rc,2018,2012,none,3,0,0,NA,3,control
rc01,c,rc012018,rc,2018,2012,none,0,0,0,NA,0,control
rc01,d,rc012018,rc,2018,2012,none,1,0,1,NA,2,control
rc01,a,rc012018,rc,2018,2017/2012,rx/wild,0,0,0,NA,0,burn
rc01,b,rc012018,rc,2018,2017/2012,rx/wild,1,0,0,NA,1,burn
rc01,c,rc012018,rc,2018,2017/2012,rx/wild,2,0,0,NA,2,burn
rc01,d,rc012018,rc,2018,2017/2012,rx/wild,1,0,1,NA,2,burn
rc01,a,rc012018,rc,2018,2017/2012,none,0,0,0,NA,0,control
rc01,b,rc012018,rc,2018,2017/2012,none,3,0,0,NA,3,control
rc01,c,rc012018,rc,2018,2017/2012,none,0,0,0,NA,0,control
rc01,d,rc012018,rc,2018,2017/2012,none,1,0,1,NA,2,control
rc01,a,rc012019,rc,2019,2017/2012,rx/wild,10,1,5,NA,16,burn
rc01,b,rc012019,rc,2019,2017/2012,rx/wild,25,1,20,NA,46,burn
rc01,c,rc012019,rc,2019,2017/2012,rx/wild,10,1,5,NA,16,burn
rc01,d,rc012019,rc,2019,2017/2012,rx/wild,40,0,4,NA,44,burn
rc01,a,rc012019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc01,b,rc012019,rc,2019,2017/2012,none,5,1,2,NA,8,control
rc01,c,rc012019,rc,2019,2017/2012,none,15,0,0,NA,15,control
rc01,d,rc012019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc01,a,rc012020,rc,2020,2017/2012,rx/wild,0,2,2,0,4,burn
rc01,b,rc012020,rc,2020,2017/2012,rx/wild,0,0,0,4,4,burn
rc01,c,rc012020,rc,2020,2017/2012,rx/wild,0,3,1,0,4,burn
rc01,d,rc012020,rc,2020,2017/2012,rx/wild,0,0,0,11,11,burn
rc01,a,rc012020,rc,2020,2017/2012,none,0,0,2,0,2,control
rc01,b,rc012020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc01,c,rc012020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc01,d,rc012020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc02,a,rc022018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc02,b,rc022018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc02,c,rc022018,rc,2018,2012,wild,1,0,2,NA,3,burn
rc02,d,rc022018,rc,2018,2012,wild,5,1,1,NA,7,burn
rc02,a,rc022018,rc,2018,2012,none,1,0,0,NA,1,control
rc02,b,rc022018,rc,2018,2012,none,0,0,0,NA,0,control
rc02,c,rc022018,rc,2018,2012,none,0,0,0,NA,0,control
rc02,d,rc022018,rc,2018,2012,none,4,0,1,NA,5,control
rc02,a,rc022018,rc,2018,2017/2012,rx/wild,18,0,0,NA,18,burn
rc02,b,rc022018,rc,2018,2017/2012,rx/wild,7,3,0,NA,10,burn
rc02,c,rc022018,rc,2018,2017/2012,rx/wild,5,15,2,NA,22,burn
rc02,d,rc022018,rc,2018,2017/2012,rx/wild,20,4,0,NA,24,burn
rc02,a,rc022018,rc,2018,2017/2012,none,1,0,0,NA,1,control
rc02,b,rc022018,rc,2018,2017/2012,none,0,0,0,NA,0,control
rc02,c,rc022018,rc,2018,2017/2012,none,0,0,0,NA,0,control
rc02,d,rc022018,rc,2018,2017/2012,none,4,0,1,NA,5,control
rc02,a,rc022019,rc,2019,2017/2012,rx/wild,45,0,3,NA,48,burn
rc02,b,rc022019,rc,2019,2017/2012,rx/wild,10,1,20,NA,31,burn
rc02,a,rc022019,rc,2019,2017/2012,none,2,0,1,NA,3,control
rc02,b,rc022019,rc,2019,2017/2012,none,1,0,2,NA,3,control
rc02,c,rc022019,rc,2019,2017/2012,none,1,1,2,NA,4,control
rc02,d,rc022019,rc,2019,2017/2012,none,1,1,2,NA,4,control
rc02,a,rc022020,rc,2020,2017/2012,rx/wild,,,,,0,burn
rc02,b,rc022020,rc,2020,2017/2012,rx/wild,,,,,0,burn
rc02,c,rc022020,rc,2020,2017/2012,rx/wild,,,,,0,burn
rc02,d,rc022020,rc,2020,2017/2012,rx/wild,,,,,0,burn
rc02,a,rc022020,rc,2020,2017/2012,none,,,,,0,control
rc02,b,rc022020,rc,2020,2017/2012,none,,,,,0,control
rc02,c,rc022020,rc,2020,2017/2012,none,,,,,0,control
rc02,d,rc022020,rc,2020,2017/2012,none,,,,,0,control
rc03,a,rc032018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc03,b,rc032018,rc,2018,2012,wild,1,3,0,NA,4,burn
rc03,c,rc032018,rc,2018,2012,wild,7,7,3,NA,17,burn
rc03,d,rc032018,rc,2018,2012,wild,1,0,1,NA,2,burn
rc03,a,rc032018,rc,2018,2012,none,0,0,0,NA,0,control
rc03,b,rc032018,rc,2018,2012,none,0,0,0,NA,0,control
rc03,c,rc032018,rc,2018,2012,none,2,0,0,NA,2,control
rc03,d,rc032018,rc,2018,2012,none,2,0,0,NA,2,control
rc03,a,rc032018,rc,2018,2017/2012,rx/wild,10,0,1,NA,11,burn
rc03,b,rc032018,rc,2018,2017/2012,rx/wild,5,0,0,NA,5,burn
rc03,c,rc032018,rc,2018,2017/2012,rx/wild,34,0,1,NA,35,burn
rc03,d,rc032018,rc,2018,2017/2012,rx/wild,15,0,0,NA,15,burn
rc03,a,rc032018,rc,2018,2017/2012,none,0,0,0,NA,0,control
rc03,b,rc032018,rc,2018,2017/2012,none,0,0,0,NA,0,control
rc03,c,rc032018,rc,2018,2017/2012,none,2,0,0,NA,2,control
rc03,d,rc032018,rc,2018,2017/2012,none,2,0,0,NA,2,control
rc03,c,rc032019,rc,2019,2017/2012,rx/wild,20,1,10,NA,31,burn
rc03,d,rc032019,rc,2019,2017/2012,rx/wild,60,2,1,NA,63,burn
rc03,a,rc032019,rc,2019,2017/2012,rx/wild,45,1,0,NA,46,burn
rc03,b,rc032019,rc,2019,2017/2012,rx/wild,0,0,1,NA,1,burn
rc03,a,rc032019,rc,2019,2017/2012,none,6,1,4,NA,11,control
rc03,b,rc032019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc03,c,rc032019,rc,2019,2017/2012,none,3,1,1,NA,5,control
rc03,d,rc032019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc03,a,rc032020,rc,2020,2017/2012,none,,,,,0,control
rc03,b,rc032020,rc,2020,2017/2012,none,,,,,0,control
rc03,c,rc032020,rc,2020,2017/2012,none,,,,,0,control
rc03,d,rc032020,rc,2020,2017/2012,none,,,,,0,control
rc04,a,rc042018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc04,b,rc042018,rc,2018,2012,wild,8,3,6,NA,17,burn
rc04,c,rc042018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc04,d,rc042018,rc,2018,2012,wild,1,1,1,NA,3,burn
rc04,a,rc042018,rc,2018,2012,none,5,0,1,NA,6,control
rc04,b,rc042018,rc,2018,2012,none,5,1,0,NA,6,control
rc04,c,rc042018,rc,2018,2012,none,6,0,1,NA,7,control
rc04,d,rc042018,rc,2018,2012,none,3,0,0,NA,3,control
rc04,a,rc042018,rc,2018,2017/2012,rx/wild,45,0,15,NA,60,burn
rc04,b,rc042018,rc,2018,2017/2012,rx/wild,12,0,1,NA,13,burn
rc04,c,rc042018,rc,2018,2017/2012,rx/wild,7,1,0,NA,8,burn
rc04,d,rc042018,rc,2018,2017/2012,rx/wild,7,1,1,NA,9,burn
rc04,a,rc042018,rc,2018,2017/2012,none,5,0,1,NA,6,control
rc04,b,rc042018,rc,2018,2017/2012,none,5,1,0,NA,6,control
rc04,c,rc042018,rc,2018,2017/2012,none,6,0,1,NA,7,control
rc04,d,rc042018,rc,2018,2017/2012,none,3,0,0,NA,3,control
rc04,c,rc042019,rc,2019,2017/2012,rx/wild,2,1,7,NA,10,burn
rc04,d,rc042019,rc,2019,2017/2012,rx/wild,50,1,5,NA,56,burn
rc04,a,rc042019,rc,2019,2017/2012,rx/wild,1,0,2,NA,3,burn
rc04,b,rc042019,rc,2019,2017/2012,rx/wild,8,2,0,NA,10,burn
rc04,a,rc042019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc04,b,rc042019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc04,c,rc042019,rc,2019,2017/2012,none,1,0,0,NA,1,control
rc04,d,rc042019,rc,2019,2017/2012,none,0,1,1,NA,2,control
rc04,a,rc042020,rc,2020,2017/2012,rx/wild,0,0,0,0,0,burn
rc04,b,rc042020,rc,2020,2017/2012,rx/wild,0,0,0,23,23,burn
rc04,c,rc042020,rc,2020,2017/2012,rx/wild,0,0,4,0,4,burn
rc04,d,rc042020,rc,2020,2017/2012,rx/wild,0,0,0,0,0,burn
rc04,a,rc042020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc04,b,rc042020,rc,2020,2017/2012,none,0,0,0,1,1,control
rc04,c,rc042020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc04,d,rc042020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc05,a,rc052018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc05,b,rc052018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc05,c,rc052018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc05,d,rc052018,rc,2018,2012,wild,7,5,0,NA,12,burn
rc05,a,rc052018,rc,2018,2012,none,1,0,0,NA,1,control
rc05,b,rc052018,rc,2018,2012,none,2.5,0,0,NA,2.5,control
rc05,c,rc052018,rc,2018,2012,none,2,1,1,NA,4,control
rc05,d,rc052018,rc,2018,2012,none,1,0,0,NA,1,control
rc05,a,rc052018,rc,2018,2017/2012,rx/wild,4,0,2,NA,6,burn
rc05,b,rc052018,rc,2018,2017/2012,rx/wild,2,0,5,NA,7,burn
rc05,c,rc052018,rc,2018,2017/2012,rx/wild,0,0,0,NA,0,burn
rc05,d,rc052018,rc,2018,2017/2012,rx/wild,2,0,0,NA,2,burn
rc05,a,rc052018,rc,2018,2017/2012,none,1,0,0,NA,1,control
rc05,b,rc052018,rc,2018,2017/2012,none,2.5,0,0,NA,2.5,control
rc05,c,rc052018,rc,2018,2017/2012,none,2,1,1,NA,4,control
rc05,d,rc052018,rc,2018,2017/2012,none,1,0,0,NA,1,control
rc05,c,rc052019,rc,2019,2017/2012,rx/wild,0,0,2,NA,2,burn
rc05,d,rc052019,rc,2019,2017/2012,rx/wild,0,0,4,NA,4,burn
rc05,a,rc052019,rc,2019,2017/2012,rx/wild,0,0,1,NA,1,burn
rc05,b,rc052019,rc,2019,2017/2012,rx/wild,1,1,5,NA,7,burn
rc05,a,rc052019,rc,2019,2017/2012,none,1,0,0,NA,1,control
rc05,b,rc052019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc05,c,rc052019,rc,2019,2017/2012,none,1,0,1,NA,2,control
rc05,d,rc052019,rc,2019,2017/2012,none,1,0,1,NA,2,control
rc05,a,rc052020,rc,2020,2017/2012,rx/wild,0,0,0,0,0,burn
rc05,b,rc052020,rc,2020,2017/2012,rx/wild,0,0,0,21,21,burn
rc05,c,rc052020,rc,2020,2017/2012,rx/wild,0,0,0,0,0,burn
rc05,d,rc052020,rc,2020,2017/2012,rx/wild,0,0,5,0,5,burn
rc05,a,rc052020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc05,b,rc052020,rc,2020,2017/2012,none,0,0,0,1,1,control
rc05,c,rc052020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc05,d,rc052020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc06,a,rc062018,rc,2018,2012,wild,0,0,0,NA,0,burn
rc06,b,rc062018,rc,2018,2012,wild,1,1,2,NA,4,burn
rc06,c,rc062018,rc,2018,2012,wild,0,0,0,NA,0,burn
rc06,d,rc062018,rc,2018,2012,wild,4,0,2,NA,6,burn
rc06,a,rc062018,rc,2018,2012,none,1,0,0,NA,1,control
rc06,b,rc062018,rc,2018,2012,none,2,0,1,NA,3,control
rc06,c,rc062018,rc,2018,2012,none,4,0,0,NA,4,control
rc06,d,rc062018,rc,2018,2012,none,3,1,0,NA,4,control
rc06,a,rc062018,rc,2018,2017/2012,rx/wild,6,0,1,NA,7,burn
rc06,b,rc062018,rc,2018,2017/2012,rx/wild,10,0,1,NA,11,burn
rc06,c,rc062018,rc,2018,2017/2012,rx/wild,8,0,0,NA,8,burn
rc06,d,rc062018,rc,2018,2017/2012,rx/wild,21,1,1,NA,23,burn
rc06,a,rc062018,rc,2018,2017/2012,none,1,0,0,NA,1,control
rc06,b,rc062018,rc,2018,2017/2012,none,2,0,1,NA,3,control
rc06,c,rc062018,rc,2018,2017/2012,none,4,0,0,NA,4,control
rc06,d,rc062018,rc,2018,2017/2012,none,3,1,0,NA,4,control
rc06,c,rc062019,rc,2019,2017/2012,rx/wild,0,1,16,NA,17,burn
rc06,d,rc062019,rc,2019,2017/2012,rx/wild,30,1,1,NA,32,burn
rc06,a,rc062019,rc,2019,2017/2012,rx/wild,0,0,0,NA,0,burn
rc06,b,rc062019,rc,2019,2017/2012,rx/wild,1,1,0,NA,2,burn
rc06,a,rc062019,rc,2019,2017/2012,none,1,5,0,NA,6,control
rc06,b,rc062019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc06,c,rc062019,rc,2019,2017/2012,none,1,0,1,NA,2,control
rc06,d,rc062019,rc,2019,2017/2012,none,1,1,1,NA,3,control
rc06,a,rc062020,rc,2020,2017/2012,none,0,2,0,0,2,control
rc06,b,rc062020,rc,2020,2017/2012,none,0,9,0,0,9,control
rc06,c,rc062020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc06,d,rc062020,rc,2020,2017/2012,none,0,16,0,0,16,control
rc06,a,rc062020,rc,2020,2017/2012,none,0,0,0,6,6,control
rc06,b,rc062020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc06,c,rc062020,rc,2020,2017/2012,none,0,0,0,5,5,control
rc06,d,rc062020,rc,2020,2017/2012,none,2,0,0,0,2,control
rc06,a,rc062020,rc,2020,2017/2012,rx/wild,0,2,2,0,4,burn
rc06,b,rc062020,rc,2020,2017/2012,rx/wild,0,0,0,45,45,burn
rc06,c,rc062020,rc,2020,2017/2012,rx/wild,0,0,0,0,0,burn
rc06,d,rc062020,rc,2020,2017/2012,rx/wild,0,0,0,55,55,burn
rc06,a,rc062020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc06,b,rc062020,rc,2020,2017/2012,none,0,0,0,15,15,control
rc06,c,rc062020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc06,d,rc062020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc07,a,rc072018,rc,2018,2012,wild,0,0,1,NA,1,burn
rc07,b,rc072018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc07,c,rc072018,rc,2018,2012,wild,0,0,0,NA,0,burn
rc07,d,rc072018,rc,2018,2012,wild,0,0,0,NA,0,burn
rc07,a,rc072018,rc,2018,2012,none,2,0,0,NA,2,control
rc07,b,rc072018,rc,2018,2012,none,1,0,0,NA,1,control
rc07,c,rc072018,rc,2018,2012,none,,,,NA,0,control
rc07,d,rc072018,rc,2018,2012,none,,,,NA,0,control
rc07,a,rc072018,rc,2018,2017/2012,rx/wild,24,0,2,NA,26,burn
rc07,b,rc072018,rc,2018,2017/2012,rx/wild,9,0,1,NA,10,burn
rc07,c,rc072018,rc,2018,2017/2012,rx/wild,13,0,1,NA,14,burn
rc07,d,rc072018,rc,2018,2017/2012,rx/wild,10,0,1,NA,11,burn
rc07,a,rc072018,rc,2018,2017/2012,none,2,0,0,NA,2,control
rc07,b,rc072018,rc,2018,2017/2012,none,1,0,0,NA,1,control
rc07,c,rc072018,rc,2018,2017/2012,none,,,,NA,0,control
rc07,d,rc072018,rc,2018,2017/2012,none,,,,NA,0,control
rc07,c,rc072019,rc,2019,2017/2012,rx/wild,30,10,2,NA,42,burn
rc07,d,rc072019,rc,2019,2017/2012,rx/wild,0,0,1,NA,1,burn
rc07,a,rc072019,rc,2019,2017/2012,rx/wild,4,0,15,NA,19,burn
rc07,b,rc072019,rc,2019,2017/2012,rx/wild,4,0,1,NA,5,burn
rc07,a,rc072019,rc,2019,2017/2012,none,0,0,1,NA,1,control
rc07,b,rc072019,rc,2019,2017/2012,none,0,0,1,NA,1,control
rc07,c,rc072019,rc,2019,2017/2012,none,2,1,0,NA,3,control
rc07,d,rc072019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc07,a,rc072020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc07,b,rc072020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc07,c,rc072020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc07,d,rc072020,rc,2020,2017/2012,none,0,33,0,0,33,control
rc07,a,rc072020,rc,2020,2017/2012,none,0,2,2,2,6,control
rc07,b,rc072020,rc,2020,2017/2012,none,1,0,1,0,2,control
rc07,c,rc072020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc07,d,rc072020,rc,2020,2017/2012,none,0,0,2,6,8,control
rc07,a,rc072020,rc,2020,2017/2012,rx/wild,0,0,0,0,0,burn
rc07,b,rc072020,rc,2020,2017/2012,rx/wild,0,0,0,4,4,burn
rc07,c,rc072020,rc,2020,2017/2012,rx/wild,0,1,1,12,14,burn
rc07,d,rc072020,rc,2020,2017/2012,rx/wild,0,0,0,5,5,burn
rc07,a,rc072020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc07,b,rc072020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc07,c,rc072020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc07,d,rc072020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc08,a,rc082018,rc,2018,2012,wild,0,0,3,NA,3,burn
rc08,b,rc082018,rc,2018,2012,wild,1,1,2,NA,4,burn
rc08,c,rc082018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc08,d,rc082018,rc,2018,2012,wild,1,0,3,NA,4,burn
rc08,a,rc082018,rc,2018,2012,none,,,,NA,0,control
rc08,b,rc082018,rc,2018,2012,none,,,,NA,0,control
rc08,c,rc082018,rc,2018,2012,none,,,,NA,0,control
rc08,d,rc082018,rc,2018,2012,none,,,,NA,0,control
rc08,a,rc082018,rc,2018,2017/2012,rx/wild,20,0,5,NA,25,burn
rc08,b,rc082018,rc,2018,2017/2012,rx/wild,19,0,6,NA,25,burn
rc08,c,rc082018,rc,2018,2017/2012,rx/wild,19,0,0,NA,19,burn
rc08,d,rc082018,rc,2018,2017/2012,rx/wild,36,0,18,NA,54,burn
rc08,a,rc082018,rc,2018,2017/2012,none,,,,NA,0,control
rc08,b,rc082018,rc,2018,2017/2012,none,,,,NA,0,control
rc08,c,rc082018,rc,2018,2017/2012,none,,,,NA,0,control
rc08,d,rc082018,rc,2018,2017/2012,none,,,,NA,0,control
rc08,c,rc082019,rc,2019,2017/2012,rx/wild,5,5,1,NA,11,burn
rc08,d,rc082019,rc,2019,2017/2012,rx/wild,1,0,10,NA,11,burn
rc08,a,rc082019,rc,2019,2017/2012,rx/wild,0,15,5,NA,20,burn
rc08,b,rc082019,rc,2019,2017/2012,rx/wild,1,1,5,NA,7,burn
rc08,a,rc082019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc08,b,rc082019,rc,2019,2017/2012,none,2,5,0,NA,7,control
rc08,c,rc082019,rc,2019,2017/2012,none,2,0,1,NA,3,control
