"","ï..Sample","site","treatment","burn.year","year","label","X2016_plant_cover","X2016_plant_density","X2017_plant_cover","X2017_plant_density","X2018_plant_cover","X2018_plant_density","nh4_summer17","nh4_winter18","Mg","K","Ca","Na","P","DOC_summer17","DOC_winter18","NO3_summer17","NO3_winter18","CN_ratio","pH_summer17","pH_winter18","PO4","Sand","Silt","Clay","wc_summer17","om_summer17","wc_winter18","om_winter18","P_winter2017","P_spring2017","P_summer2017","P_fall2017","P_winter2018","P_spring2018","P_summer2018","P_fall2018","P_winter2019","P_spring2019","P_summer2019","P_fall2019","Tavg_winter2020","P_spring2020","P_winter2017.1","Tavg_spring2017","Tavg_summer2017","Tavg_fall2017","Tavg_winter2018","Tavg_spring2018","Tavg_summer2018","Tavg_fall2018","Tavg_winter2019","Tavg_spring2019","Tavg_summer2019","Tavg_fall2019","Tavg_winter2020.1","Tavg_spring2020","Tmax_winter2017","TMax_spring2017","TMax_summer2017","TMax_fall2017","TMax_winter2018","TMax_spring2018","TMax_summer2018","TMax_fall2018","TMax_winter2019","TMax_spring2019","TMax_summer2019","TMax_fall2019","TMax_winter2020","TMax_spring2020","TMin_winter2017","TMin_spring2017","TMin_summer2017","TMin_fall2017","TMin_winter2018","TMin_spring2018","TMin_summer2018","TMin_fall2018","TMin_winter2019","TMin_spring2019","TMin_summer2019","TMin_fall2019","TMin_winter2020","TMin_spring2020","Methanosarcina","Acidobacterium","Terriglobus","Candidatus.Solibacter","Candidatus.Koribacter","Acidothermus","Actinosynnema","Beutenbergia","Catenulispora","Cellulomonas","Corynebacterium","Frankia","Geodermatophilus","Stackebrandtia","Gordonia","Intrasporangium","Janibacter","Kineococcus","Clavibacter","Leifsonia","Arthrobacter","Renibacterium","Micromonospora","Salinispora","Mycobacterium","Nakamurella","Nocardia","Rhodococcus","Aeromicrobium","Kribbella","Nocardioides","Nocardiopsis","Thermobifida","Xylanimonas","Propionibacterium","Amycolatopsis","Saccharomonospora","Saccharopolyspora","Thermobispora","Sanguibacter","Streptomyces","Streptosporangium","Thermomonospora","Tsukamurella","Rubrobacter","Conexibacter","unclassified..derived.from.Actinobacteria..class..","Bacteroides","Cytophaga","Dyadobacter","Spirosoma","Flavobacterium","Gramella","Rhodothermus","Salinibacter","Mucilaginibacter","Pedobacter","Chitinophaga","Chlorobium","Chloroflexus","Roseiflexus","Herpetosiphon","Ktedonobacter","Sphaerobacter","Thermomicrobium","Gloeobacter","Cyanothece","Microcystis","Synechococcus","Synechocystis","Thermosynechococcus","Anabaena","Nodularia","Nostoc","Arthrospira","Lyngbya","Microcoleus","Oscillatoria","Trichodesmium","Acaryochloris","Deinococcus","Meiothermus","Thermus","Bacillus","Geobacillus","Paenibacillus","Clostridium","Thermaerobacter","Symbiobacterium","Moorella","Gemmatimonas","Nitrospira","Blastopirellula","Gemmata","Pirellula","Planctomyces","Rhodopirellula","Brevundimonas","Caulobacter","Phenylobacterium","Aurantimonas","Beijerinckia","Methylocella","Bradyrhizobium","Nitrobacter","Oligotropha","Rhodopseudomonas","Brucella","Ochrobactrum","Methylobacterium","Methylosinus","Chelativorans","Mesorhizobium","Parvibaculum","Agrobacterium","Rhizobium","Sinorhizobium","Azorhizobium","Starkeya","Xanthobacter","Rhodobacter","Roseobacter","Ruegeria","Acidiphilium","Gluconacetobacter","Gluconobacter","Granulibacter","Roseomonas","Azospirillum","Magnetospirillum","Rhodospirillum","Erythrobacter","Citromicrobium","Novosphingobium","Sphingobium","Sphingomonas","Sphingopyxis","Zymomonas","unclassified..derived.from.Alphaproteobacteria.","Achromobacter","Bordetella","Burkholderia","Cupriavidus","Ralstonia","Acidovorax","Albidiferax","Delftia","Polaromonas","Variovorax","Verminephrobacter","Herbaspirillum","Herminiimonas","Janthinobacterium","Leptothrix","Methylibium","Nitrosomonas","Nitrosospira","Aromatoleum","Azoarcus","Dechloromonas","Desulfovibrio","Geobacter","Pelobacter","Stigmatella","Haliangium","Anaeromyxobacter","Myxococcus","Sorangium","Syntrophobacter","Shewanella","Nitrosococcus","Pseudomonas","unclassified..derived.from.Gammaproteobacteria.","Xanthomonas","Thermobaculum","Opitutus","Chthoniobacter","Methylacidiphilum","unclassified..derived.from.Verrucomicrobia.subdivision.3.","Verrucomicrobium","Phaeosphaeria","Pyrenophora","Aspergillus","Emericella","Neosartorya","Penicillium","Talaromyces","Ajellomyces","Arthroderma","Uncinocarpus","Coccidioides","Botryotinia","Sclerotinia","Gibberella","Magnaporthe","Podospora","Neurospora","Physcomitrella","Syntrichia","Microvirus"
"1","bsc1","pgw","burn",2017,2018,"pgwburn",3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.000710591,0.008329424,0.00318638,0.025174378,0.010573256,0.006359282,0.003744702,0.001990783,0.004150754,0.001731361,0.003000273,0.026082807,0.067018545,0.002278403,0.00116176,0.002503987,0.002887481,0.010124456,0.004387617,0.00246451,0.008657818,0.000755708,0.013736457,0.020402196,0.02554648,0.004957218,0.005199721,0.015345438,0.001556533,0.006249817,0.016998183,0.001522695,0.005143325,0.000986932,0.001488857,0.007617987,0.002673176,0.012718507,0.002278403,0.001387344,0.044755616,0.005374549,0.003592432,0.000907977,0.005459144,0.016768312,0.001793396,0.004342501,0.003964647,0.00347964,0.005639611,0.004314303,0.001861072,0.001195598,0.000964374,0.003248416,0.006479688,0.014360311,0.001291471,0.00174264,0.005154605,0.001280192,0.00304539,0.002374276,0.001048968,0.001674965,0.002628059,0.000372214,0.002092296,0.000514333,0.000437634,0.001150481,0.000164113,0.002515267,0.000142118,0.000262806,0.000492338,0.000360935,0.000404924,0.000525612,0.002549104,0.000930536,0.000688033,0.004522968,0.001533974,0.001674965,0.003434523,0.000840302,0.000964374,0.000710591,0.010474732,0.000755708,0.002154331,0.003022832,0.00174264,0.004116916,0.003129984,0.001347867,0.006764262,0.003011552,0.000964374,0.00130275,0.001804676,0.017501631,0.005058731,0.00101513,0.010157334,0.001291471,0.001048968,0.024430062,0.000964374,0.002199448,0.005058731,0.001573452,0.002233286,0.006260758,0.005273036,0.00202462,0.001584731,0.003778539,0.001894909,0.00144374,0.001291471,0.004365059,0.002278403,0.001139201,0.003434523,0.004235348,0.002864922,0.004342501,0.004150754,0.007158302,0.001387344,0.005976183,0.009938405,0.015816064,0.006994077,0.002267124,0.002487069,0.001235075,0.002537825,0.014710587,0.005154605,0.003096147,0.004872624,0.002560383,0.00101513,0.00651251,0.002661896,0.001906189,0.002385556,0.002165611,0.003513478,0.001770838,0.002582942,0.00100949,0.002351718,0.001753919,0.001060247,0.001212516,0.00174264,0.006523451,0.001663685,0.006643857,0.001314029,0.005921423,0.006271699,0.003863134,0.000941815,0.001607289,0.001477578,0.006873671,0.000800825,0.002503987,0.00159601,0.002047179,0.002571663,0.00031751,0.002515267,0.000941815,0.000851581,0.000492338,0.000470908,9.86932e-05,0.000733149,0.000218817,0.000120124,9.86932e-05,0.000131403,5.47042e-05,0.000153397,0.000109408,9.86932e-05,0.000416203,0.000142118,0.000230096,0.000360935,0.000109408,0,0.033547565
"2","bsc2","pgw","burn",2017,2018,"pgwburn",3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.000884346,0.009610473,0.003954812,0.025460808,0.007873452,0.004559684,0.007454719,0.002021743,0.004652727,0.001989779,0.002490553,0.024463042,0.018626437,0.002154928,0.001049495,0.002280122,0.002450598,0.007666669,0.002583783,0.001504987,0.005950318,0.000599331,0.01284156,0.01655339,0.021237149,0.004363237,0.004337372,0.012474503,0.001281237,0.006503488,0.012200516,0.00177402,0.003505048,0.000905656,0.00155027,0.011342327,0.005035286,0.016584422,0.00217091,0.001169361,0.045736391,0.005019784,0.00309665,0.00078579,0.005360976,0.011931669,0.000916311,0.002653039,0.002482562,0.002330732,0.004022017,0.002407979,0.000863037,0.001049495,0.000889674,0.002290776,0.003846267,0.006084755,0.001241281,0.002197547,0.005185226,0.001763365,0.008633404,0.002578455,0.000972248,0.003644652,0.021681746,0.0021203,0.005971015,0.003494713,0.001691445,0.024633652,0.004166789,0.051417889,0.001598216,0.002869198,0.018967656,0.00582627,0.006291538,0.002384006,0.002301431,0.001065477,0.000735179,0.004492479,0.001390448,0.00140643,0.002352041,0.000780462,0.000934956,0.000735179,0.006167463,0.000780462,0.002290776,0.003644652,0.00219222,0.004492479,0.003489545,0.000817754,0.004233994,0.001433067,0.000895001,0.001105433,0.001555597,0.01405125,0.003846267,0.000599331,0.008478324,0.000807099,0.000817754,0.018662636,0.000961593,0.001758038,0.004042714,0.001395775,0.002368024,0.005464381,0.004445944,0.00145704,0.001257263,0.002626402,0.001643499,0.001148052,0.000924302,0.004032379,0.002838165,0.001230626,0.003654987,0.004166789,0.002125627,0.003494713,0.003143185,0.00296224,0.000511429,0.002522518,0.005298939,0.008809181,0.003505048,0.001275909,0.001696773,0.001164034,0.001829957,0.012433136,0.004037547,0.00258911,0.003680825,0.001451713,0.000910983,0.003872105,0.001867249,0.001473023,0.000910983,0.000905656,0.00155027,0.002154928,0.003572253,0.000697888,0.001092114,0.001246609,0.000817754,0.000753825,0.002037726,0.004885374,0.001235954,0.002683085,0.001680791,0.005293771,0.004104752,0.005231734,0.001070805,0.00147835,0.001939169,0.006224333,0.000775135,0.002495881,0.001819303,0.00382557,0.009310648,0.001291891,0.00413059,0.001792666,0.003143185,0.002296104,0.002900203,0.000884346,0.004404577,0.001614198,0.000676578,0.001188007,0.000703215,0.000660596,0.001808648,0.000823081,0.000796444,0.001965806,0.000868364,0.000564703,0.001241281,0.0062295,0.001715419,0.022369326
"3","bsc3","pgw","burn",2017,2018,"pgwburn",3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.000871724,0.005369762,0.002376104,0.022503221,0.007044638,0.006184576,0.006608951,0.002207007,0.005539529,0.002099135,0.003100772,0.030328738,0.038691749,0.002903803,0.001390677,0.002845494,0.003134708,0.01038305,0.003989143,0.002026248,0.008385665,0.00065598,0.018378305,0.023006839,0.027092163,0.004979352,0.005630055,0.016782641,0.001953362,0.009392841,0.020109741,0.002020417,0.004639846,0.001256565,0.001906714,0.011622239,0.004385209,0.016250773,0.002556863,0.001653069,0.058507261,0.006229824,0.003932554,0.000979596,0.005545185,0.021394207,0.001478141,0.003123396,0.002711383,0.003066836,0.00466247,0.003253542,0.001294466,0.001390677,0.001119539,0.002460653,0.004373897,0.008380009,0.001250735,0.002099135,0.00478696,0.001510211,0.002998935,0.002364442,0.000991258,0.002346949,0.004266404,0.000510206,0.002903803,0.000714289,0.00046939,0.003123396,0.000536446,0.006586298,0.000390672,0.000481052,0.001551027,0.001046652,0.00093878,0.000661811,0.002597679,0.001087468,0.000944611,0.004639846,0.001370269,0.001390677,0.002653073,0.000836738,0.001215749,0.000854231,0.008498843,0.000883386,0.001997094,0.003400657,0.002230331,0.004181506,0.00327051,0.00112537,0.00587335,0.002346949,0.000702627,0.000813415,0.001653069,0.018978074,0.004956699,0.00100292,0.011271421,0.000900879,0.000921287,0.020635982,0.000793006,0.00212829,0.004600225,0.001492718,0.002218669,0.005539529,0.004385209,0.001871729,0.001262396,0.003315788,0.001679308,0.00103499,0.000985427,0.003287508,0.00169097,0.000950442,0.002647242,0.003491211,0.001760941,0.003355409,0.003072492,0.003570424,0.000620994,0.003259198,0.006286413,0.010903635,0.004458767,0.001448986,0.001594759,0.001346945,0.003123396,0.014858814,0.005075533,0.002909634,0.004396521,0.00206998,0.001113708,0.004951043,0.002495638,0.001527704,0.002416921,0.002454822,0.003564768,0.002075811,0.003355409,0.001040821,0.001215749,0.001425662,0.001250735,0.000956273,0.002172021,0.005375418,0.001606421,0.004385209,0.00187756,0.006365626,0.006535394,0.004492732,0.001087468,0.001670561,0.001673477,0.010077509,0.001023328,0.003100772,0.001448986,0.004430486,0.010309493,0.001335283,0.004741683,0.00225657,0.005522532,0.005952563,0.001166186,0.000451897,0.002399428,0.000661811,0.00026589,0.000271721,0.000175511,0.000248981,0.000446066,0.000390672,0.000536446,0.00138193,0.000690965,0.000402334,0.000895048,0.001023328,0.000323617,0.018751747
"4","bsc4","pgw","burn",2017,2018,"pgwburn",3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.000982717,0.00855484,0.004204344,0.031260985,0.007225302,0.003724032,0.009473644,0.001761,0.004621963,0.001362892,0.002388648,0.022044856,0.012626911,0.002284638,0.001567326,0.001775347,0.002309744,0.006216009,0.002177041,0.001226603,0.005721781,0.00054157,0.013100229,0.016260454,0.024989277,0.004211302,0.00482385,0.01378935,0.00098989,0.006821599,0.010371611,0.001628298,0.00288718,0.000882293,0.001405931,0.015522591,0.006661495,0.019928786,0.002087377,0.001147699,0.048920519,0.004705493,0.002833381,0.000954025,0.010858845,0.014095643,0.000814149,0.002413754,0.001915222,0.002073031,0.003360606,0.002463966,0.000975544,0.001108247,0.000821322,0.001703615,0.00323149,0.006222967,0.001233776,0.002073031,0.005561677,0.001685683,0.004893429,0.002722198,0.000982717,0.003131066,0.012619953,0.001212257,0.00482385,0.002130416,0.000889467,0.016079476,0.003486135,0.032103217,0.001029342,0.001789693,0.007378448,0.003389298,0.003403644,0.001836318,0.002073031,0.001079554,0.000738831,0.004155602,0.001316267,0.001377239,0.002388648,0.000645581,0.00089664,0.000652754,0.006473559,0.000652754,0.001621125,0.002923045,0.001574499,0.003048575,0.002316917,0.000939678,0.004413153,0.00134496,0.000724485,0.001133353,0.001717962,0.011896006,0.00373099,0.000717312,0.007601209,0.000975544,0.001169218,0.02139056,0.000871534,0.001761,0.004413153,0.001398758,0.002532111,0.005130106,0.00529021,0.001613951,0.001309094,0.002966084,0.001628298,0.000857188,0.000857188,0.003995498,0.00255363,0.001398758,0.003654417,0.004287839,0.002567976,0.003891094,0.00323149,0.002388648,0.000355069,0.002435273,0.004573257,0.007622083,0.002797516,0.001022169,0.001954675,0.00077111,0.001732308,0.011429646,0.003217143,0.001606778,0.001997713,0.000785456,0.000577436,0.00264688,0.000997063,0.001169218,0.000376589,0.000451906,0.000652754,0.000961198,0.001258882,0.000731658,0.000889467,0.001183564,0.000814149,0.000695792,0.001865011,0.004350496,0.001294748,0.002775997,0.001079554,0.004280881,0.003633543,0.002664813,0.000903813,0.001162045,0.001717962,0.005888843,0.000645581,0.002277465,0.001524288,0.001789693,0.003995498,0.000523638,0.002492658,0.000982717,0.006793732,0.003579386,0.014429731,0.004204344,0.022455553,0.007127855,0.003084441,0.006584922,0.003689242,0.00384931,0.009431897,0.005018744,0.005109232,0.008081485,0.003891094,0.002937392,0.00529021,0.002750891,0.000731658,0.021418391
"5","bsc5","pgw","control",NA,2018,"pgwcontrol",3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.000825636,0.002631939,0.001359234,0.01228737,0.003918525,0.006563515,0.006528543,0.002855474,0.005485935,0.002559831,0.003428732,0.029962716,0.046077646,0.002783366,0.001442158,0.003576553,0.004520301,0.012315348,0.005611871,0.003219619,0.010810924,0.001013116,0.019676593,0.024945591,0.031208236,0.006276634,0.006080717,0.017990205,0.002520172,0.010579999,0.025939238,0.002321875,0.005213042,0.001658482,0.002743706,0.011027861,0.004310359,0.01557614,0.002812209,0.002224529,0.06057617,0.006738449,0.003457575,0.001160938,0.00586378,0.022839391,0.00191086,0.004527296,0.004891152,0.004415348,0.006605518,0.004793194,0.001896438,0.000995089,0.000804003,0.0031403,0.006647485,0.013176028,0.001258283,0.001972152,0.004870169,0.001510661,0.003021322,0.002931187,0.001020327,0.001827936,0.003324175,0.000378567,0.002282216,0.000638155,0.000432648,0.004191417,0.000609312,0.010083211,0.00029384,0.000371356,0.000804003,0.000922981,0.000854479,0.000692236,0.002631939,0.001056381,0.000944614,0.004142456,0.001308759,0.001449369,0.002076708,0.000742712,0.001063592,0.000796793,0.007067333,0.000648971,0.001658482,0.002476907,0.001449369,0.00341431,0.002372351,0.001218624,0.005723855,0.002520172,0.000804003,0.000987879,0.001658482,0.015702077,0.00438034,0.000973457,0.010824913,0.001204202,0.001279916,0.029213983,0.00072829,0.002393983,0.005262003,0.001553926,0.00254541,0.005975764,0.005080075,0.002195686,0.001748617,0.004212401,0.001874806,0.001287126,0.001279916,0.003064587,0.001532293,0.000749922,0.002321875,0.003764574,0.001986573,0.003806577,0.003169143,0.003590974,0.000573258,0.003183565,0.005926766,0.009789299,0.004184423,0.001132094,0.001680115,0.001153727,0.00268602,0.012623249,0.004933155,0.002952819,0.003666616,0.001546715,0.000966246,0.004191417,0.001853174,0.001420526,0.002289426,0.002127184,0.003079008,0.001882017,0.002527383,0.000782371,0.000980668,0.001146516,0.000995089,0.000645366,0.00191086,0.004044461,0.001078013,0.004541285,0.001420526,0.004912136,0.005723855,0.00367361,0.000645366,0.001539504,0.001539504,0.00648654,0.000767949,0.002422826,0.001413315,0.002520172,0.004114442,0.000475912,0.00254541,0.001099646,0.001972152,0.001568347,0.001034749,0.000301051,0.001701747,0.000573258,0.000342873,0.000526388,0.000168011,0.000321962,0.000616523,0.000252017,0.000342873,0.000767949,0.000321962,0.000217045,0.000504755,0.001027538,0.000133039,0.021069069
"6","bsc6","pgw","control",NA,2018,"pgwcontrol",3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.00109335,0.009211179,0.003508729,0.038309158,0.009838793,0.004877572,0.005056881,0.002032707,0.004937321,0.002134342,0.002300654,0.023670498,0.0225826,0.002211338,0.001022513,0.002414609,0.003005942,0.007890166,0.002682557,0.001620006,0.006622958,0.000585173,0.014094695,0.018494088,0.022247881,0.004285808,0.003963008,0.012976922,0.001194985,0.006646858,0.013359502,0.001804797,0.003819548,0.001161107,0.001549169,0.010669646,0.003425049,0.012211823,0.002319133,0.00129662,0.046259104,0.004997101,0.003640239,0.00066217,0.006353964,0.015505362,0.001164186,0.003323444,0.00240229,0.002534723,0.004166248,0.002688716,0.001182666,0.001469092,0.001105669,0.001792478,0.003556559,0.007483717,0.001435214,0.002186699,0.005044931,0.001469092,0.003532628,0.002547043,0.001105669,0.00317401,0.009336683,0.001034832,0.003831498,0.00151221,0.000806923,0.010030083,0.001327419,0.022002817,0.000825402,0.001004034,0.006443649,0.002325293,0.001995748,0.001262742,0.002152821,0.001231943,0.000831562,0.004943296,0.001481412,0.001690842,0.002879668,0.000945517,0.001130308,0.000806923,0.010191467,0.001182666,0.003287564,0.005188391,0.003162029,0.00591764,0.004829742,0.001016353,0.005792105,0.002325293,0.000813083,0.001429054,0.002362251,0.019689566,0.005337826,0.001010194,0.01146465,0.000973235,0.000997874,0.018739152,0.001124148,0.001894113,0.005134586,0.001773998,0.002408449,0.005684495,0.004871566,0.001715481,0.001327419,0.003221809,0.001561488,0.000985555,0.001207305,0.003717943,0.002343772,0.000957836,0.00304906,0.003317469,0.002276015,0.003688069,0.003478854,0.003915208,0.000680649,0.003287564,0.005756225,0.009366589,0.004214078,0.001429054,0.002122022,0.001410575,0.002630199,0.014046895,0.004686282,0.002922786,0.003921183,0.001841755,0.000843881,0.004094518,0.001971109,0.001684683,0.001059471,0.00109335,0.001543009,0.00196803,0.003287564,0.001099509,0.001410575,0.001536849,0.001250423,0.000985555,0.002565522,0.006646858,0.001773998,0.007190823,0.001906432,0.007011482,0.007818436,0.004710181,0.001117989,0.001632325,0.00238997,0.007220697,0.000914718,0.002802671,0.001780158,0.003867378,0.008344445,0.00108103,0.004769962,0.001931071,0.002571682,0.001493731,0.003968983,0.001164186,0.006389844,0.00196187,0.001068711,0.001709321,0.000800763,0.001040992,0.002158981,0.001823276,0.001767839,0.002420769,0.001207305,0.000991714,0.001697002,0.003108255,0.00129662,0.015630897
"7","bsc7","pgw","control",NA,2018,"pgwcontrol",3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667,0.000762866,0.002356008,0.000943709,0.012703878,0.003449297,0.003860787,0.003259682,0.001685788,0.003344408,0.001868709,0.002070339,0.01804926,0.025157631,0.001608878,0.000854327,0.002255152,0.002743303,0.007588436,0.003558218,0.001758541,0.006039278,0.000573708,0.010799706,0.014087617,0.017056848,0.003695389,0.003320192,0.010368032,0.001646294,0.006769488,0.016560632,0.001371911,0.003255649,0.001068428,0.00185208,0.004994401,0.002057867,0.008379156,0.001719046,0.001282529,0.034105611,0.003921297,0.002549656,0.000588259,0.003275812,0.013070989,0.001209776,0.003525937,0.005482552,0.004352971,0.006458854,0.004679735,0.001673316,0.001186911,0.000883428,0.002364073,0.005490618,0.007544057,0.001247192,0.001993429,0.004962141,0.001423878,0.002303564,0.002747335,0.001101686,0.004191584,0.036957835,0.003687303,0.008802744,0.0063015,0.002630328,0.037607352,0.005672167,0.078442104,0.002674707,0.004897599,0.034738997,0.01075936,0.011029668,0.003388766,0.002598067,0.000952023,0.000710899,0.003909199,0.001278372,0.001461293,0.002311629,0.000613203,0.000968653,0.000646461,0.005575344,0.00069427,0.002408453,0.0030741,0.002444767,0.005982801,0.003776061,0.001359439,0.007435136,0.002658577,0.001020619,0.000702585,0.001186911,0.009137594,0.002940983,0.000673484,0.007584404,0.001141181,0.001132866,0.01897715,0.000584102,0.002005901,0.004312624,0.001363597,0.002097819,0.004651507,0.004191584,0.001702417,0.00143635,0.003037786,0.001787642,0.001085057,0.001145338,0.002247087,0.001359439,0.000665169,0.00162135,0.002791715,0.001415563,0.002920799,0.002763466,0.005058964,0.000848091,0.003973741,0.008016078,0.013075021,0.005466422,0.001758541,0.001218091,0.000916686,0.001843766,0.009097248,0.003062002,0.001980957,0.004179486,0.001681631,0.000866798,0.004482055,0.002428616,0.001270057,0.000579944,0.00061736,0.00097281,0.002319694,0.003739747,0.000706742,0.000976967,0.000852248,0.000710899,0.000565394,0.001750226,0.004227898,0.001251349,0.002142198,0.00104972,0.004248082,0.003433146,0.002561753,0.000794046,0.001465451,0.001461293,0.005563246,0.00061736,0.002376171,0.001359439,0.002916767,0.00447399,0.000561236,0.002775564,0.001299158,0.000798203,0.000511349,0.001916518,0.000652697,0.002614198,0.001055956,0.000588259,0.001016462,0.000415731,0.00050927,0.001282529,0.000415731,0.000471854,0.000789888,0.00054045,0.000342978,0.000536293,0.006886475,0.00131163,0.020373007
