domain,phylum,class,order,family,genus,OTU,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,sum
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Chroococcales,unclassified (derived from Chroococcales),Thermosynechococcus,208,0.000437634,0.001691445,0.00046939,0.000889467,0.000432648,0.000806923,0.002630328,0.001204031,0.001364826,0.001273693,0.000394001,0.000633516,0.001885113,0.0012433,0.000743457,0.000685658,0.000805581,0.000597698,0.000380095,0.000731316,0.000490433,0.000601502,0.00047891,0.002024938,0.022895902
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Chroococcales,unclassified (derived from Chroococcales),unclassified (derived from Chroococcales),209,1.09408E-05,5.67367E-05,1.1312E-05,4.16041E-05,2.09834E-05,2.38997E-05,0.000100815,2.59536E-05,9.59335E-06,3.44542E-05,6.01859E-06,0,7.90412E-05,6.86775E-05,4.39831E-05,4.6573E-05,4.0279E-05,1.61495E-05,1.17981E-05,4.27335E-06,1.87756E-05,4.4043E-05,7.14681E-06,7.53379E-05,0.000798389
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Nostocales,Nostocaceae,Anabaena,210,0.001150481,0.024633652,0.003123396,0.016079476,0.004191417,0.010030083,0.037607352,0.017590832,0.023753371,0.019663736,0.001433294,0.009136669,0.036204634,0.070229839,0.005788123,0.001539496,0.00983484,0.006262142,0.001091632,0.002577888,0.001859694,0.001577998,0.001819858,0.031707066,0.338886967
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Nostocales,Nostocaceae,Cylindrospermopsis,211,7.66987E-05,0.000807099,0.00011312,0.000494945,0.000139889,0.000251008,0.000935394,0.000480275,0.000603293,0.00064685,6.91828E-05,0.00031785,0.001035328,0.001296585,0.000236941,0.000118281,0.000316972,0.000188133,8.55974E-05,0.000170934,9.42019E-05,0.000102683,9.3019E-05,0.000853274,0.009527555
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Nostocales,Nostocaceae,Cylindrospermum,212,0,0,5.656E-06,6.95792E-06,0,0,1.20978E-05,0,0,1.72493E-05,0,0,2.15972E-05,1.14857E-05,0,0,0,6.4598E-06,0,0,0,0,0,2.69163E-05,0.00010842
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Nostocales,Nostocaceae,Nodularia,213,0.000164113,0.004166789,0.000536446,0.003486135,0.000609312,0.001327419,0.005672167,0.002495021,0.003876898,0.00361091,0.00028852,0.001387182,0.006733898,0.009962271,0.0008825,0.000308638,0.001805248,0.001060539,0.000232618,0.000546284,0.000320481,0.000296976,0.000331553,0.005530897,0.055632815
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Nostocales,Nostocaceae,Nostoc,214,0.002515267,0.051417889,0.006586298,0.032103217,0.010083211,0.022002817,0.078442104,0.04152992,0.051748731,0.039771821,0.0031129,0.018686761,0.072510091,0.188581801,0.011086132,0.002639931,0.020405748,0.016110936,0.00187963,0.004762474,0.003427233,0.002759735,0.003549864,0.05943156,0.745146071
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Nostocales,Nostocaceae,Raphidiopsis,215,4.37634E-05,0.000372917,7.93006E-05,0.000376589,5.58836E-05,0.000173396,0.000642304,0.00032442,0.000374338,0.000440124,4.21922E-05,0.000264875,0.000734749,0.001272903,0.000170825,9.68423E-05,0.000211776,0.000109883,4.72838E-05,7.68763E-05,7.85016E-05,6.34219E-05,7.86517E-05,0.000535551,0.006667368
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Oscillatoriales,unclassified (derived from Oscillatoriales),Arthrospira,216,0.000142118,0.001598216,0.000390672,0.001029342,0.00029384,0.000825402,0.002674707,0.001103695,0.001399442,0.0011381,0.00030093,0.00113596,0.002137451,0.00135579,0.000695217,0.000316031,0.000674086,0.000391251,0.000235659,0.000473593,0.000404647,0.000327177,0.000364708,0.002146117,0.021554151
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Oscillatoriales,unclassified (derived from Oscillatoriales),Leptolyngbya,217,0,5.16757E-06,5.656E-06,6.95792E-06,0,0,4.03259E-06,0,0,0,3.0093E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48234E-05
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Oscillatoriales,unclassified (derived from Oscillatoriales),Lyngbya,218,0.000262806,0.002869198,0.000481052,0.001789693,0.000371356,0.001004034,0.004897599,0.001478283,0.002497237,0.00185608,0.000294725,0.001376259,0.003592105,0.002261623,0.001083971,0.000380716,0.0011447,0.000532767,0.000232618,0.000603556,0.000464535,0.000445464,0.000372076,0.003837154,0.034129605
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Oscillatoriales,unclassified (derived from Oscillatoriales),Microcoleus,219,0.000492338,0.018967656,0.001551027,0.007378448,0.000804003,0.006443649,0.034738997,0.007776304,0.012793221,0.005371074,0.000649946,0.006221839,0.020266523,0.008330587,0.004185519,0.000584011,0.00610615,0.001773947,0.000259985,0.00131725,0.000788253,0.000551167,0.000710997,0.02477863,0.172841521
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Oscillatoriales,unclassified (derived from Oscillatoriales),Oscillatoria,220,0.000360935,0.00582627,0.001046652,0.003389298,0.000922981,0.002325293,0.01075936,0.002983322,0.004618652,0.003792116,0.000547568,0.003369651,0.007093999,0.004884395,0.002831946,0.000498996,0.002036278,0.000947326,0.000386176,0.000859076,0.001081218,0.000717272,0.000593112,0.008492911,0.070364803
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Oscillatoriales,unclassified (derived from Oscillatoriales),Trichodesmium,221,0.000404924,0.006291538,0.00093878,0.003403644,0.000854479,0.001995748,0.011029668,0.003177305,0.004742277,0.003235581,0.000487072,0.002479451,0.0070868,0.006066951,0.002184968,0.000617277,0.002170597,0.000982289,0.000369452,0.000759952,0.000788253,0.00066442,0.000633635,0.007779337,0.069144399
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Prochlorales,Prochlorococcaceae,Prochlorococcus,222,0.000240811,0.000412873,0.000294462,0.000257515,0.000272928,0.000406541,0.000374158,0.00032442,0.000412909,0.000297862,0.000189244,0.000275798,0.000411905,0.000241556,0.000314976,0.000476819,0.0002796,0.000261389,0.000304076,0.00029517,0.000330192,0.00042533,0.00040339,0.00034131,0.007845232
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),unclassified (derived from Cyanobacteria),unclassified (derived from Cyanobacteria),Acaryochloris,223,0.000525612,0.002384006,0.000661811,0.001836318,0.000692236,0.001262742,0.003388766,0.001491661,0.002062075,0.001893869,0.000896584,0.001376259,0.003343478,0.002610931,0.000953441,0.000678265,0.001270658,0.000855757,0.000469797,0.00118949,0.000754263,0.000717272,0.000915455,0.003584044,0.035814788
Bacteria,Deferribacteres,Deferribacteres (class),Deferribacterales,Deferribacteraceae,Calditerrivibrio,224,0.000120124,4.66146E-05,5.656E-05,8.35668E-05,2.79779E-05,0.000125658,8.06518E-05,9.09713E-05,4.79667E-05,6.4685E-05,9.33812E-05,6.33516E-05,6.49399E-05,6.86775E-05,0.000148691,0.000114769,6.17335E-05,7.10911E-05,9.73043E-05,0.000132606,0.00010359,7.82707E-05,0.000107202,0.000113076,0.002063461
Bacteria,Deferribacteres,Deferribacteres (class),Deferribacterales,Deferribacteraceae,Deferribacter,225,6.54195E-05,8.28409E-05,0.00011312,9.03813E-05,7.67949E-05,0.000149373,0.000125135,0.00010368,0.000134505,7.33541E-05,7.83348E-05,0.000127249,0.000107986,5.74286E-05,6.04413E-05,0.000107561,9.67527E-05,5.81049E-05,0.000103234,0.000115425,0.00016024,0.000141693,8.93351E-05,9.4207E-05,0.002412596
Bacteria,Deferribacteres,Deferribacteres (class),Deferribacterales,Deferribacteraceae,Denitrovibrio,226,0.000109408,0.000108679,0.000118951,6.95792E-05,0.000104917,0.000149373,9.27079E-05,9.09713E-05,6.72523E-05,9.06923E-05,9.33812E-05,0.000116327,0.000107986,0.000103608,0.000115775,0.00010405,7.51599E-05,6.4598E-05,0.000112204,8.98726E-05,8.78894E-05,8.78343E-05,0.000110886,0.000129309,0.002401412
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,227,0.002549104,0.002301431,0.002597679,0.002073031,0.002631939,0.002152821,0.002598067,0.001505039,0.002235151,0.002239033,0.002986463,0.002342918,0.002456584,0.001450517,0.003607269,0.002704505,0.002119549,0.002578525,0.002640929,0.003304667,0.002459689,0.003057692,0.002245019,0.002463854,0.059301477
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,228,0.000558322,0.000652605,0.000594755,0.000577436,0.000663393,0.000711447,0.000625675,0.000389303,0.000632963,0.000535707,0.00066856,0.00068813,0.000582604,0.000459429,0.000715081,0.000591403,0.000656092,0.000627666,0.000614233,0.001107988,0.000788253,0.00066442,0.00057285,0.000697881,0.015376195
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,229,0.000930536,0.001065477,0.001087468,0.001079554,0.001056381,0.001231943,0.000952023,0.000775931,0.000998895,0.000824678,0.001171144,0.000993965,0.001146653,0.000633491,0.001257066,0.001014626,0.001002131,0.001057209,0.000931993,0.001773221,0.001118445,0.001044449,0.001219378,0.001021154,0.025387813
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,230,0.000109408,0.000134517,0.000192421,0.000159961,0.000209834,0.000275031,0.000141141,0.000168564,0.000201757,0.000176939,0.000195449,0.000180224,0.000201499,0.000114857,0.000181608,0.000255043,0.000236691,0.000213107,0.000171803,0.000303981,0.000220128,0.000166105,0.000224719,0.000180367,0.004615154
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,231,0.000688033,0.000735179,0.000944611,0.000738831,0.000944614,0.000831562,0.000710899,0.000702352,0.000815929,0.000720204,0.000735261,0.000753666,0.001050171,0.000586127,0.000970466,0.000922219,0.00074883,0.000840773,0.000817964,0.001495673,0.000857852,0.000825492,0.00093019,0.000781128,0.020148026
Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,232,0.000230096,0.000222418,0.00018659,0.000243527,0.000237956,0.000317225,0.000222416,0.000194652,0.00029769,0.000220062,0.000265252,0.00033915,0.000251967,0.000195376,0.000303625,0.000262435,0.000209008,0.000193128,0.000247822,0.000539676,0.000257356,0.000259225,0.00035734,0.000194241,0.006248235
Bacteria,Elusimicrobia,Elusimicrobia (class),Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,233,3.28225E-05,6.71251E-05,5.10206E-05,4.16041E-05,6.99447E-05,7.76124E-05,6.04888E-05,3.89303E-05,5.73623E-05,6.91307E-05,5.11891E-05,9.55736E-05,0.000100935,5.74286E-05,0.000115775,8.61231E-05,6.45018E-05,4.52852E-05,6.49202E-05,5.9915E-05,6.60384E-05,8.30525E-05,0.000110886,4.84216E-05,0.001616087
Bacteria,Elusimicrobia,unclassified (derived from Elusimicrobia),unclassified (derived from Elusimicrobia),unclassified (derived from Elusimicrobia),unclassified (derived from Elusimicrobia),234,2.18817E-05,4.12873E-05,7.34697E-05,6.95792E-05,2.09834E-05,4.18861E-05,2.82697E-05,5.19071E-05,2.878E-05,3.02308E-05,2.40433E-05,2.119E-05,2.15972E-05,1.14857E-05,4.39831E-05,4.30615E-05,3.76491E-05,9.6897E-06,2.94954E-05,5.13243E-05,4.40256E-05,3.42277E-05,2.85504E-05,2.42802E-05,0.000832878
Bacteria,Fibrobacteres,Fibrobacteres (class),Fibrobacterales,Fibrobacteraceae,Fibrobacter,235,8.7414E-05,4.66146E-05,9.0671E-05,5.55917E-05,0.000118978,9.57836E-05,9.68653E-05,0.000129768,0.000134505,6.4685E-05,5.72387E-05,0.00010595,0.000129509,0.000195376,0.000121166,8.24268E-05,0.000107411,3.87921E-05,0.000106275,5.9915E-05,0.000135152,9.28678E-05,0.000121569,0.000134581,0.002409105
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,236,0.000426919,0.000471474,0.000446066,0.000473426,0.000349723,0.000597493,0.000307641,0.000415391,0.000422305,0.00039789,0.000553773,0.000562519,0.000474989,0.000229715,0.000507934,0.000530415,0.000427705,0.000517783,0.000445471,0.001299628,0.000440256,0.0005411,0.00077915,0.00040097,0.012019733
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,unclassified (derived from Alicyclobacillaceae),237,0.000448913,0.0004182,0.00046939,0.000376589,0.00045428,0.000585173,0.000234888,0.000350507,0.000374338,0.000380107,0.000535158,0.000476776,0.000445302,0.000172286,0.000451182,0.000434312,0.000368186,0.000436203,0.000345126,0.001050716,0.000487195,0.0005411,0.000561798,0.000363509,0.010761234
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,238,0.000142118,0.000134517,0.00018659,0.000111542,9.0856E-05,0.000113647,0.000137191,3.89303E-05,0.000124615,8.20232E-05,0.000147518,9.55736E-05,0.000158453,9.17674E-05,0.000132233,0.000143415,0.000120837,0.000100227,0.000141699,0.000259926,0.000135152,0.00015629,0.000135937,9.69819E-05,0.003078038
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,239,0.004522968,0.004492479,0.004639846,0.004155602,0.004142456,0.004943296,0.003909199,0.003364599,0.004020304,0.003856824,0.004283997,0.004134239,0.004126765,0.003126013,0.004361764,0.004892493,0.003519156,0.003942108,0.004355324,0.007404507,0.004234553,0.004347196,0.004761746,0.00395295,0.103490383
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,240,0.001533974,0.001390448,0.001370269,0.001316267,0.001308759,0.001481412,0.001278372,0.001050183,0.001038455,0.001104757,0.001501546,0.001343491,0.001339618,0.000793344,0.001432999,0.001484052,0.001224981,0.001386859,0.001233028,0.002885702,0.001438926,0.001525147,0.001580403,0.001225108,0.033268097
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,241,0.000142118,0.000124128,0.00010175,0.000104369,0.000104917,0.000125658,7.2545E-05,7.75931E-05,0.000124615,5.17924E-05,0.000123474,5.29751E-05,0.000100935,3.44572E-05,9.9033E-05,0.000208839,0.000107411,0.00010339,0.00012984,0.000136791,0.000116215,8.30525E-05,0.000121569,9.96181E-05,0.002547086
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,242,0.000218817,0.000237868,0.00026589,0.000159961,0.000301051,0.000280883,0.000253596,0.000298332,0.000124615,0.000189831,0.000234229,0.000222823,0.000244916,0.000149196,0.000176216,0.000212535,0.000159178,0.000246405,0.000218935,0.00029517,0.000173189,0.000205115,0.000232087,0.000183142,0.005283979
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,243,0.000251527,0.000279688,0.0002828,0.00028549,0.000252017,0.000257168,0.000239045,0.000194652,0.000201757,0.000262296,0.000220268,0.000286175,0.000316907,0.000126106,0.000225875,0.000293853,0.000228386,0.000258059,0.000229577,0.000436146,0.000291346,0.000307043,0.000329711,0.000220603,0.006276495
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,244,0.000240811,0.000308988,0.000329448,0.000383762,0.000321962,0.00043118,0.000307641,0.000168564,0.000345657,0.000380107,0.000310237,0.000275798,0.000352902,0.000184127,0.000258791,0.000290157,0.000249149,0.000294687,0.0002387,0.000837048,0.000323718,0.000380028,0.000349973,0.000360734,0.007924169
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,245,0.001674965,0.00140643,0.001390677,0.001377239,0.001449369,0.001690842,0.001461293,0.001183964,0.001468672,0.001435961,0.001448805,0.001485486,0.001521449,0.000852549,0.001387597,0.001345442,0.001278963,0.001353561,0.001380504,0.002697608,0.001620936,0.001593099,0.001595138,0.001580639,0.03568119
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,246,1.09408E-05,1.03351E-05,3.38194E-05,2.78317E-05,6.99447E-06,3.57264E-05,2.82697E-05,1.29768E-05,9.59335E-06,1.2937E-05,4.21922E-05,0,1.43981E-05,1.14857E-05,2.20199E-05,2.86461E-05,4.30474E-05,1.93128E-05,3.83136E-05,5.55095E-05,2.20128E-05,5.36066E-05,4.64174E-05,1.88692E-05,0.000605256
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,247,0.000306231,0.000253317,0.000355687,0.000412454,0.000279779,0.000292895,0.000205787,0.000285623,0.000239834,0.000257851,0.000339709,0.000275798,0.000266439,0.000218466,0.000385916,0.000430615,0.0002796,0.00031966,0.00036033,0.000469188,0.000267067,0.000352344,0.000329711,0.000277488,0.007461788
Bacteria,Firmicutes,Bacilli,Bacillales,unclassified (derived from Bacillales),Exiguobacterium,248,0.000218817,0.000196581,0.000243441,0.000118356,0.000202984,0.000251008,0.000177517,0.000129768,0.000115219,0.00012937,0.000159772,0.000127249,0.000201499,0.000126106,0.000225875,0.000205143,0.000142568,0.000184804,0.000226537,0.000376672,0.000186138,0.00021493,0.000235771,0.000148456,0.00454458
Bacteria,Firmicutes,Bacilli,Bacillales,unclassified (derived from Bacillales),Gemella,249,1.09408E-05,5.16757E-06,1.6968E-05,6.95792E-06,6.99447E-06,5.97493E-06,0,0,9.59335E-06,2.15617E-05,1.50465E-05,1.0595E-05,7.19905E-06,1.14857E-05,1.6515E-05,7.17076E-06,5.37054E-06,9.6897E-06,1.76364E-05,8.5467E-06,0,4.88248E-06,1.7867E-05,8.07489E-06,0.000224238
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,250,5.47042E-05,1.55027E-05,2.2624E-05,2.08738E-05,0,1.19499E-05,1.20978E-05,2.59536E-05,0,3.88999E-05,5.11891E-05,3.1785E-05,1.43981E-05,3.44572E-05,2.20199E-05,7.17076E-06,1.88246E-05,1.61495E-05,1.17981E-05,3.41428E-05,1.87756E-05,3.90095E-05,2.85504E-05,2.15053E-05,0.000552382
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,251,2.18817E-05,5.16757E-06,5.656E-06,2.08738E-05,6.99447E-06,2.38997E-05,8.06518E-06,2.59536E-05,9.59335E-06,1.2937E-05,6.01859E-06,0,0,0,0,1.07561E-05,1.07411E-05,6.4598E-06,8.84861E-06,3.85483E-05,1.25603E-05,4.88248E-06,7.14681E-06,1.34581E-05,0.000260442
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Eremococcus,252,2.18817E-05,1.55027E-05,1.1312E-05,0,0,1.79248E-05,4.03259E-06,0,0,4.31233E-06,1.50465E-05,0,2.15972E-05,2.29715E-05,1.101E-05,7.17076E-06,1.88246E-05,9.6897E-06,2.94954E-06,1.70934E-05,9.42019E-06,9.76496E-06,1.07202E-05,2.69163E-06,0.000233916
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,253,0,2.06703E-05,1.6968E-05,0,2.09834E-05,1.79248E-05,1.61304E-05,0,0,8.62466E-06,9.02789E-06,0,2.87962E-05,2.29715E-05,1.101E-05,1.07561E-05,1.34263E-05,1.61495E-05,2.35659E-05,3.41428E-05,1.87756E-05,3.42277E-05,1.07202E-05,1.34581E-05,0.000348329
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,254,2.18817E-05,2.58378E-05,1.6968E-05,2.08738E-05,6.99447E-06,5.97493E-06,1.20978E-05,2.59536E-05,2.878E-05,4.31233E-06,6.01859E-06,0,0,3.44572E-05,2.20199E-05,1.07561E-05,2.14545E-05,9.6897E-06,1.47477E-05,2.5552E-05,1.87756E-05,2.44124E-05,1.42936E-05,5.38326E-06,0.000377235
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,255,0.000175392,0.000149966,0.00018659,0.000181121,0.000174862,0.000161385,0.000193731,0.00020803,0.000172581,0.000150932,0.000169079,0.000116327,0.000187398,0.000103608,0.000275249,0.000182965,0.000150873,0.000161495,0.000182446,0.000367861,0.000223365,0.000141693,0.000211826,0.000151231,0.004380004
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,256,0.000470908,0.00049012,0.000632656,0.000516464,0.000461491,0.000579013,0.000476012,0.000493653,0.000489557,0.000482359,0.000530505,0.000508997,0.000582604,0.000390752,0.00058455,0.000595099,0.000510755,0.000497804,0.000624876,0.000867887,0.00056165,0.000528516,0.000714681,0.000460629,0.013051538
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,257,4.37634E-05,3.08988E-05,5.656E-05,2.78317E-05,4.90334E-05,5.38975E-05,5.65394E-05,7.75931E-05,2.878E-05,3.02308E-05,4.51394E-05,5.29751E-05,5.04676E-05,4.59429E-05,3.85916E-05,6.44999E-05,5.64737E-05,5.81049E-05,6.20315E-05,7.2691E-05,3.77131E-05,5.36066E-05,6.42844E-05,4.03744E-05,0.001198024
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,258,2.18817E-05,4.12873E-05,5.656E-05,4.87772E-05,7.67949E-05,8.37721E-05,7.2545E-05,5.19071E-05,4.79667E-05,2.15617E-05,6.62355E-05,3.1785E-05,2.15972E-05,5.74286E-05,8.25748E-05,5.7477E-05,6.71317E-05,4.19554E-05,8.55974E-05,0.000102649,4.07885E-05,6.34219E-05,7.86517E-05,5.11965E-05,0.001371544
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,259,0,3.62262E-05,4.51897E-05,4.16041E-05,4.90334E-05,1.19499E-05,5.23821E-05,0,3.83734E-05,3.88999E-05,2.71457E-05,1.0595E-05,5.04676E-05,2.29715E-05,3.29164E-05,6.81962E-05,2.94826E-05,2.91357E-05,3.54248E-05,7.68763E-05,2.50881E-05,1.46474E-05,4.29177E-05,1.60943E-05,0.000795618
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,260,2.18817E-05,1.03351E-05,2.828E-05,6.95792E-06,6.99447E-06,1.19499E-05,4.03259E-06,0,0,1.2937E-05,1.20372E-05,2.119E-05,7.19905E-06,0,1.101E-05,1.07561E-05,5.37054E-06,1.29196E-05,1.17981E-05,1.28201E-05,9.42019E-06,9.76496E-06,1.07202E-05,5.38326E-06,0.000243758
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,261,9.86932E-05,4.66146E-05,9.0671E-05,9.03813E-05,4.90334E-05,0.000113647,9.68653E-05,6.48839E-05,8.65379E-05,9.49157E-05,9.02789E-05,0.000116327,8.64629E-05,0.000114857,7.15081E-05,0.000118281,6.17335E-05,8.07475E-05,0.000126952,0.000153973,0.000100514,9.76496E-05,0.000117886,7.81128E-05,0.002247525
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,262,0.00038293,0.000258378,0.000311955,0.000355069,0.000364145,0.00043734,0.00035545,0.000168564,0.000374338,0.000233399,0.000361426,0.000360449,0.000367374,0.000229715,0.000326326,0.000412134,0.000316972,0.00032632,0.000410502,0.000559501,0.000411122,0.000390095,0.000453122,0.000306624,0.008473251
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,263,0.000404924,0.000335625,0.000475221,0.000398108,0.000336023,0.000560534,0.000424045,0.000376594,0.000374338,0.000384553,0.000508788,0.000381748,0.000460146,0.000218466,0.000456857,0.000419527,0.000343272,0.000346298,0.000433308,0.000696072,0.000443493,0.000420296,0.000489962,0.000355184,0.010043383
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,264,0.003434523,0.002352041,0.002653073,0.002388648,0.002076708,0.002879668,0.002311629,0.001672266,0.002348886,0.002071697,0.002221776,0.002714289,0.002634705,0.00197744,0.002891309,0.002392447,0.002022838,0.00209707,0.002646828,0.004429021,0.002616757,0.002368256,0.003135165,0.002412699,0.06074974
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Anaerococcus,265,4.37634E-05,4.12873E-05,4.51897E-05,2.78317E-05,5.58836E-05,4.77378E-05,4.03259E-05,2.59536E-05,4.79667E-05,5.17924E-05,4.51394E-05,6.33516E-05,3.59953E-05,4.59429E-05,6.61166E-05,1.43415E-05,5.37054E-05,3.54623E-05,3.54248E-05,7.68763E-05,5.34134E-05,3.42277E-05,5.01013E-05,2.95524E-05,0.001067383
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Finegoldia,266,1.09408E-05,1.55027E-05,4.51897E-05,1.39158E-05,2.79779E-05,5.97493E-06,2.82697E-05,5.19071E-05,9.59335E-06,8.62466E-06,2.40433E-05,4.238E-05,2.15972E-05,2.29715E-05,7.15081E-05,3.93653E-05,1.60562E-05,2.58059E-05,1.47477E-05,5.9915E-05,3.4476E-05,1.95299E-05,3.92338E-05,3.23273E-05,0.000681854
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Peptoniphilus,267,3.28225E-05,3.62262E-05,4.51897E-05,3.47896E-05,4.90334E-05,4.77378E-05,2.41124E-05,2.59536E-05,9.59335E-05,3.02308E-05,1.79937E-05,4.238E-05,3.59953E-05,4.59429E-05,7.71833E-05,6.09884E-05,2.68527E-05,2.26426E-05,6.20315E-05,4.27335E-05,4.07885E-05,4.4043E-05,6.79684E-05,3.23273E-05,0.001041901
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,unclassified (derived from Clostridiales Family XI. Incertae Sedis),268,1.09408E-05,2.06703E-05,5.656E-06,1.39158E-05,6.99447E-06,0,2.01629E-05,0,0,4.31233E-06,1.20372E-05,0,1.43981E-05,0,2.20199E-05,7.17076E-06,8.05581E-06,9.6897E-06,5.89907E-06,1.28201E-05,6.28013E-06,1.46474E-05,1.07202E-05,1.07665E-05,0.000217158
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,269,0.000840302,0.000780462,0.000836738,0.000645581,0.000742712,0.000945517,0.000613203,0.000571246,0.000422305,0.000633512,0.000991206,0.000901122,0.000927713,0.000390752,0.000913714,0.001025715,0.000800044,0.000937337,0.000717619,0.001911994,0.000908029,0.000782707,0.001219378,0.000792227,0.020251135
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVIII. Incertae Sedis,Symbiobacterium,270,0.000964374,0.000934956,0.001215749,0.00089664,0.001063592,0.001130308,0.000968653,0.000802688,0.000899994,0.000880249,0.001228537,0.001037656,0.001157786,0.00049436,0.00128828,0.001060829,0.001022894,0.001120475,0.001047541,0.002603551,0.001215561,0.001074649,0.001412784,0.000944845,0.02646695
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,271,1.09408E-05,1.55027E-05,2.828E-05,2.08738E-05,2.09834E-05,2.98746E-05,4.03259E-06,2.59536E-05,2.878E-05,4.31233E-06,2.40433E-05,4.238E-05,1.43981E-05,0,2.20199E-05,1.43415E-05,5.37054E-06,9.6897E-06,1.47477E-05,4.27335E-06,1.87756E-05,1.46474E-05,7.14681E-06,8.07489E-06,0.000389443
