domain,phylum,class,order,family,genus,OTU,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,sum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,396,0.000766987,0.000687233,0.000612248,0.00077111,0.0008689,0.000754565,0.000737922,0.00071573,0.000731863,0.000771329,0.000752324,0.000824663,0.000690219,0.000459429,0.000737781,0.000803939,0.000744678,0.000652639,0.000887902,0.00066303,0.00066524,0.000702171,0.000933874,0.000792227,0.017728005
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagibaca,397,0.000142118,0.000201642,0.00013003,0.000167134,0.000209834,0.000251008,0.000161304,0.000194652,0.000220548,0.000159601,0.000243536,0.000233199,0.000187398,0.000114857,0.000154083,0.000212535,0.000179941,0.000206447,0.000182446,0.000196706,0.00022984,0.00023456,0.00028182,0.000163718,0.004658956
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,398,4.37634E-05,0.000103351,0.00010175,0.000118356,6.99447E-05,4.77378E-05,8.48091E-05,6.48839E-05,6.72523E-05,9.06923E-05,8.1282E-05,8.46509E-05,5.04676E-05,4.59429E-05,9.9033E-05,8.24268E-05,6.45018E-05,5.49416E-05,6.20315E-05,6.41003E-05,7.54263E-05,8.30525E-05,6.07847E-05,7.81128E-05,0.001779296
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudovibrio,399,0.000295516,0.00023254,0.000306124,0.000222725,0.000307901,0.000311066,0.000313877,0.00031171,0.00029769,0.000185608,0.000195449,0.000275798,0.000172926,0.000114857,0.000258791,0.000258739,0.000257454,0.000155168,0.000413543,0.000162564,0.000233077,0.000264258,0.000278136,0.000298299,0.006123816
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,400,0.001894909,0.001643499,0.001679308,0.001628298,0.001874806,0.001561488,0.001787642,0.001819425,0.001631858,0.001696035,0.001716012,0.001769476,0.001606799,0.001000561,0.001889856,0.001700284,0.001781067,0.001535034,0.00236945,0.001704935,0.001821997,0.001817089,0.001748021,0.001726042,0.041403893
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibium,401,0.000273521,0.00023254,0.000288631,0.000243527,0.00029384,0.000298746,0.000334663,0.000259536,0.000335767,0.000251182,0.000352119,0.000392125,0.000345851,0.000161037,0.000242333,0.000290157,0.000290673,0.000278038,0.000448512,0.000277548,0.000354471,0.00031711,0.00037576,0.000314948,0.007252636
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,402,0.00144374,0.001148052,0.00103499,0.000857188,0.001287126,0.000985555,0.001085057,0.001438149,0.00111263,0.001069191,0.001141671,0.001327107,0.000972243,0.000722298,0.001123698,0.001121818,0.001176535,0.00104056,0.001383545,0.001171868,0.001299727,0.001152669,0.001361209,0.001182097,0.027638725
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,403,0.000592159,0.000466146,0.000530615,0.000466253,0.000558836,0.000526656,0.000569551,0.000558537,0.000568678,0.000473467,0.000533607,0.00068813,0.000482411,0.000310233,0.000672516,0.000598796,0.000588268,0.000532767,0.000670487,0.000685058,0.000600497,0.000684554,0.000679684,0.000592436,0.013630341
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,404,0.001291471,0.000924302,0.000985427,0.000857188,0.001279916,0.001207305,0.001145338,0.001157208,0.001285706,0.001018066,0.001194411,0.001092269,0.000927713,0.000680855,0.001194638,0.001216073,0.001133627,0.000982289,0.001339454,0.001145434,0.00115891,0.001225654,0.001311476,0.001127987,0.026882716
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,405,0.000164113,0.000155027,0.00015831,0.000139158,0.000252017,0.000125658,0.00016941,0.000168564,0.000134505,0.000185608,0.000132471,9.55736E-05,0.000122458,6.86775E-05,0.000181608,0.000179269,0.000134263,0.000171484,0.000162681,0.000149567,0.000150853,0.000180702,0.000164487,0.00015678,0.003703246
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,406,0.000208102,0.000175804,0.00019796,0.00019475,0.000223895,0.000185407,0.000181466,0.000220739,0.000182471,0.00020717,0.000259048,0.0002119,0.000194449,8.05185E-05,0.000170825,0.000212535,0.000188246,0.000135689,0.000215894,0.000200892,0.000187756,0.000249158,0.000228403,0.000197016,0.004710094
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobium,407,7.66987E-05,1.55027E-05,3.96503E-05,2.08738E-05,2.79779E-05,3.57264E-05,6.85956E-05,7.75931E-05,1.91867E-05,5.17924E-05,3.90898E-05,6.33516E-05,5.75182E-05,1.14857E-05,5.50498E-05,5.7477E-05,5.37054E-05,3.54623E-05,7.67792E-05,7.2691E-05,5.34134E-05,8.30525E-05,4.29177E-05,5.66075E-05,0.001192199
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified (derived from Rhodobacteraceae),408,0.000339505,0.000165415,0.000175511,0.00028549,0.000230745,0.00026302,0.000189573,0.000272914,0.000211153,0.000251182,0.000207859,0.000286175,0.000208921,0.000172286,0.000258791,0.000275372,0.000260222,0.000188133,0.000235659,0.000205297,0.000270304,0.000205115,0.000364708,0.000185917,0.005709266
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,unclassified (derived from Rhodobacterales),unclassified (derived from Rhodobacterales),409,0.000153397,9.29629E-05,0.00012449,0.000118356,0.00015395,0.000173396,0.000117028,0.000181943,0.000182471,0.000116477,0.000105325,0.000201524,0.000122458,8.05185E-05,0.000176216,0.000132696,0.000142568,8.72406E-05,0.000141699,0.000149567,0.000109902,0.000190517,0.000164487,0.000174817,0.003394011
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,410,0.000699312,0.000620641,0.00046939,0.000778283,0.000385777,0.000560534,0.000338821,0.000976603,0.000345657,0.000764661,0.000770938,0.000466399,0.000597447,0.000321482,0.000340515,0.000620973,0.000824959,0.000669288,0.000495644,0.000594745,0.000490433,0.000445464,0.000768098,0.000527226,0.013873289
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,411,0.004365059,0.004032379,0.003287508,0.003995498,0.003064587,0.003717943,0.002247087,0.006060291,0.002284601,0.004016447,0.004651286,0.003637257,0.003499334,0.00272342,0.003001465,0.003920448,0.004867729,0.003867787,0.003080593,0.004381992,0.003260729,0.002999077,0.004979816,0.003360541,0.089302873
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,412,0.002278403,0.002838165,0.00169097,0.00255363,0.001532293,0.002343772,0.001359439,0.004635521,0.001379662,0.002782609,0.002592074,0.002255536,0.002137451,0.001645893,0.002031737,0.002507216,0.003535281,0.002610841,0.002201266,0.002539428,0.001916232,0.00207128,0.002856329,0.002143425,0.056438454
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,413,0.001139201,0.001230626,0.000950442,0.001398758,0.000749922,0.000957836,0.000665169,0.001779291,0.000806039,0.001275916,0.001186655,0.00101581,0.000987087,0.000793344,0.000902364,0.001068222,0.001410348,0.001163763,0.001044501,0.001176273,0.000844904,0.000928678,0.001261743,0.000990631,0.025727523
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter,414,0.003434523,0.003654987,0.002647242,0.003654417,0.002321875,0.00304906,0.00162135,0.005919821,0.001968119,0.003891322,0.003757153,0.003020125,0.002853645,0.002468839,0.002522645,0.003292748,0.004779073,0.003357247,0.002552398,0.003031062,0.002346598,0.002491576,0.003989577,0.002916242,0.075541645
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,415,0.004235348,0.004166789,0.003491211,0.004287839,0.003764574,0.003317469,0.002791715,0.005672326,0.003906569,0.004883581,0.003967896,0.004407307,0.003343478,0.003043126,0.003546686,0.002657876,0.004773703,0.004966403,0.002803215,0.002231615,0.002864919,0.002857435,0.0030315,0.005183538,0.090196116
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,416,0.002864922,0.002125627,0.001760941,0.002567976,0.001986573,0.002276015,0.001415563,0.002194013,0.001804934,0.002402968,0.003266436,0.002457606,0.00195933,0.001332108,0.002142404,0.002460588,0.002490269,0.002290947,0.001587504,0.00244537,0.002255504,0.002486543,0.003063679,0.001987241,0.053625062
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,417,0.004342501,0.003494713,0.003355409,0.003891094,0.003806577,0.003688069,0.002920799,0.003685674,0.003876898,0.003658368,0.00449775,0.003560798,0.003413984,0.002237941,0.003673357,0.003615561,0.004002712,0.003622215,0.00375336,0.003715085,0.003920418,0.003922244,0.004540103,0.003398238,0.088593866
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,418,0.004150754,0.003143185,0.003072492,0.00323149,0.003169143,0.003478854,0.002763466,0.004053572,0.003337891,0.003675617,0.00381436,0.003413342,0.003413984,0.002036645,0.00376697,0.003705233,0.003833471,0.003360494,0.00323108,0.004134049,0.003446074,0.003761072,0.004450731,0.003198974,0.083642941
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,419,1.09408E-05,2.06703E-05,3.96503E-05,6.95792E-06,2.79779E-05,2.38997E-05,1.20978E-05,1.29768E-05,9.59335E-06,1.2937E-05,3.30402E-05,3.1785E-05,7.19905E-06,0,2.75249E-05,4.6573E-05,3.22509E-05,2.91357E-05,1.47477E-05,1.28201E-05,1.87756E-05,3.42277E-05,1.7867E-05,8.07489E-06,0.000491724
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,420,7.66987E-05,4.66146E-05,3.38194E-05,2.78317E-05,6.99447E-06,4.77378E-05,3.22191E-05,5.19071E-05,0,1.2937E-05,1.50465E-05,8.46509E-05,2.15972E-05,1.14857E-05,2.75249E-05,3.93653E-05,2.42228E-05,1.29196E-05,4.4243E-05,4.27335E-05,3.77131E-05,4.88248E-05,5.01013E-05,1.88692E-05,0.000816058
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,421,0,2.06703E-05,5.656E-06,6.95792E-06,6.99447E-06,3.57264E-05,2.41124E-05,0,1.91867E-05,1.2937E-05,1.50465E-05,2.119E-05,2.87962E-05,0,1.101E-05,2.51346E-05,1.88246E-05,9.6897E-06,1.47477E-05,2.13668E-05,2.50881E-05,2.44124E-05,2.85504E-05,2.15053E-05,0.000397603
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,422,0.000153397,0.00011374,4.51897E-05,0.000167134,8.40057E-05,0.000155533,8.48091E-05,5.19071E-05,7.66479E-05,7.33541E-05,0.000132471,4.238E-05,0.000115408,4.59429E-05,0.000104708,6.81962E-05,7.51599E-05,0.00011954,0.000100345,0.000170934,0.000119452,0.000122062,0.000167987,0.000131945,0.002522248
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,423,4.37634E-05,2.58378E-05,1.1312E-05,0,2.79779E-05,1.79248E-05,3.22191E-05,2.59536E-05,9.59335E-06,1.72493E-05,2.10961E-05,4.238E-05,1.43981E-05,0,3.29164E-05,2.51346E-05,1.88246E-05,0,2.06772E-05,1.70934E-05,3.4476E-05,2.91942E-05,2.85504E-05,1.60943E-05,0.000512667
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,424,0.000186107,0.000248256,0.00018105,0.000159961,0.000133039,0.000209122,0.000239045,0.000220739,0.000134505,0.000194055,0.000271457,0.000137626,0.000215972,0.000252804,0.000225875,0.000258739,0.000231155,0.000164825,0.000225016,0.000213668,0.000247644,0.000289426,0.000274452,0.000249739,0.005164276
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified (derived from Rickettsiales),Candidatus Pelagibacter,425,7.66987E-05,8.28409E-05,0.000175511,0.000118356,0.000125828,0.00013151,8.87585E-05,7.75931E-05,6.72523E-05,0.000107808,0.000102378,7.42743E-05,8.64629E-05,6.86775E-05,0.000132233,0.000129185,8.85862E-05,0.000116376,0.000115093,0.000158158,0.000173189,0.00011728,0.000153804,0.00011044,0.002678294
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified (derived from Rickettsiales),unclassified (derived from Rickettsiales),426,3.28225E-05,2.58378E-05,2.2624E-05,2.78317E-05,2.79779E-05,4.77378E-05,2.01629E-05,0,4.79667E-05,1.72493E-05,3.30402E-05,2.119E-05,2.15972E-05,1.14857E-05,1.6515E-05,3.23424E-05,3.76491E-05,2.26426E-05,2.06772E-05,5.13243E-05,3.4476E-05,2.44124E-05,2.50507E-05,5.38326E-06,0.000627997
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,427,0.007158302,0.00296224,0.003570424,0.002388648,0.003590974,0.003915208,0.005058964,0.005150579,0.008196129,0.00383524,0.003046664,0.006571638,0.004393241,0.00259909,0.008299446,0.006155065,0.005300223,0.002811178,0.009147347,0.003526969,0.003725653,0.007038577,0.004154009,0.004418796,0.117014604
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,428,0.001387344,0.000511429,0.000620994,0.000355069,0.000573258,0.000680649,0.000848091,0.000802688,0.001458782,0.000802449,0.000556875,0.001228803,0.000786701,0.00044818,0.001481238,0.00101093,0.000919082,0.000462841,0.001555044,0.000623381,0.000710561,0.001220621,0.000771782,0.000738117,0.020554907
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,429,0.005976183,0.002522518,0.003259198,0.002435273,0.003183565,0.003287564,0.003973741,0.004281001,0.006382196,0.00366268,0.002926246,0.004789601,0.003968311,0.002001122,0.006994225,0.005071836,0.005090689,0.002355579,0.007766386,0.003364516,0.003430373,0.00601771,0.003467639,0.003788691,0.099996842
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,430,0.009938405,0.005298939,0.006286413,0.004573257,0.005926766,0.005756225,0.008016078,0.008256645,0.015211733,0.007588523,0.005921736,0.010843176,0.007446901,0.004102892,0.012330769,0.009440623,0.010613886,0.004704681,0.015063614,0.00558331,0.007033515,0.011600703,0.006527745,0.008204795,0.196271329
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,431,0.015816064,0.008809181,0.010903635,0.007622083,0.009789299,0.009366589,0.013075021,0.013696192,0.024674678,0.01401225,0.009377835,0.017965973,0.011876138,0.007537775,0.019583842,0.01577503,0.016795251,0.007900366,0.023954245,0.00923425,0.011588484,0.019757821,0.010846204,0.013288687,0.323246895
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,432,0.006994077,0.003505048,0.004458767,0.002797516,0.004184423,0.004214078,0.005466422,0.005451587,0.010537845,0.004883581,0.003687908,0.007504382,0.005235864,0.00272342,0.008453642,0.006700264,0.006801911,0.003273236,0.009407013,0.003792027,0.004391621,0.007844513,0.004783186,0.005253548,0.132345877
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,433,0.002267124,0.001275909,0.001448986,0.001022169,0.001132094,0.001429054,0.001758541,0.001832803,0.00306097,0.001862749,0.0013759,0.002796209,0.001807185,0.000893992,0.003139147,0.002446246,0.002280735,0.001072193,0.003207468,0.001548539,0.00154899,0.00249661,0.001611716,0.001825674,0.045141004
Bacteria,Proteobacteria,Alphaproteobacteria,unclassified (derived from Alphaproteobacteria),unclassified (derived from Alphaproteobacteria),Candidatus Puniceispirillum,434,0.000251527,0.000124128,0.000164141,0.000111542,0.000174862,0.000143521,0.000173568,0.000181943,0.000134505,0.000155377,0.000135418,0.000148549,0.000151403,0.000103608,0.000170825,0.000147112,0.000123605,0.000139019,0.000174844,0.000196706,0.000147615,0.000180702,0.000193406,0.000142906,0.003770831
Bacteria,Proteobacteria,Alphaproteobacteria,unclassified (derived from Alphaproteobacteria),unclassified (derived from Alphaproteobacteria),unclassified (derived from Alphaproteobacteria),435,0.002487069,0.001696773,0.001594759,0.001954675,0.001680115,0.002122022,0.001218091,0.002086988,0.001419222,0.001789395,0.002715502,0.001523716,0.001721835,0.000852549,0.001756487,0.002044517,0.002057774,0.001922589,0.001345536,0.002885702,0.002051303,0.001973127,0.003067252,0.001586022,0.045553019
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,436,0.001235075,0.001164034,0.001346945,0.00077111,0.001153727,0.001410575,0.000916686,0.000909713,0.00113241,0.000958049,0.001270419,0.001196035,0.000935135,0.000710457,0.001398947,0.001604181,0.001039504,0.000879065,0.001377464,0.001050716,0.001413028,0.001542764,0.001318844,0.000944845,0.027679728
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,437,0.002537825,0.001829957,0.003123396,0.001732308,0.00268602,0.002630199,0.001843766,0.002100366,0.002601082,0.002005011,0.002444557,0.002048005,0.002074366,0.001403153,0.002902319,0.003091874,0.002141045,0.001719022,0.002629131,0.002121257,0.002748688,0.002901403,0.002884935,0.001973783,0.056173469
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,438,0.014710587,0.012433136,0.014858814,0.011429646,0.012623249,0.014046895,0.009097248,0.012605674,0.010969743,0.012247773,0.016073286,0.012093933,0.011962563,0.007744578,0.015244098,0.017833889,0.012703898,0.010559672,0.014140029,0.01659175,0.014714142,0.018536697,0.01629432,0.010052016,0.319567637
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,439,0.005154605,0.004037547,0.005075533,0.003217143,0.004933155,0.004686282,0.003062002,0.003672296,0.003886788,0.003874073,0.005334675,0.003855711,0.003443671,0.002001122,0.005793628,0.005541706,0.00380929,0.003118151,0.004774326,0.003992963,0.005089007,0.005382736,0.004894017,0.003260909,0.101891333
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,440,0.000208102,0.000180865,0.000248981,0.000104369,0.000272928,0.000197111,0.000145298,0.000155855,0.00015379,0.00012937,0.000165977,0.00010595,0.000129509,0.000114857,0.0002534,0.000208839,0.000145337,0.000106553,0.000176364,0.000145382,0.00022984,0.000210148,0.00017867,0.000137356,0.004104851
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,441,0.000437634,0.000335625,0.000384841,0.000153146,0.000174862,0.000369583,0.000249438,0.000259536,0.000249724,0.000228954,0.000310237,0.000275798,0.000273861,0.000195376,0.000402942,0.000347449,0.000249149,0.000168155,0.000294954,0.000209482,0.000373894,0.000435397,0.000329711,0.000228927,0.006938674
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,442,0.003096147,0.00258911,0.002909634,0.001606778,0.002952819,0.002922786,0.001980957,0.001933139,0.002052185,0.002234721,0.003233318,0.00231015,0.002181981,0.001367631,0.003761465,0.003210247,0.002106123,0.001644918,0.002720597,0.002103634,0.002761265,0.003624312,0.002927834,0.00212457,0.06035632
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,443,0.004872624,0.003680825,0.004396521,0.001997713,0.003666616,0.003921183,0.004179486,0.00314386,0.004297225,0.003744659,0.003778233,0.003964938,0.003521599,0.002125452,0.007390754,0.006259078,0.003081277,0.002223086,0.005022193,0.004279387,0.005312048,0.006740619,0.004400685,0.003807546,0.099807608
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Albidiferax,444,0.002560383,0.001451713,0.00206998,0.000785456,0.001546715,0.001841755,0.001681631,0.00121741,0.001488452,0.001371499,0.001755149,0.001430873,0.001577112,0.000722298,0.00324377,0.002539503,0.001335714,0.000817464,0.002089138,0.001826087,0.00218325,0.002720675,0.001994789,0.001394847,0.041645664
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,445,0.000778266,0.000506102,0.000626825,0.000341082,0.000439858,0.00065293,0.000544607,0.000493653,0.000623073,0.000517924,0.000496379,0.000519374,0.000560339,0.000298984,0.000984655,0.000800242,0.000470614,0.000309671,0.000731302,0.000641003,0.00081415,0.000948812,0.000664948,0.000489766,0.014254559
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,446,0.000688033,0.000572694,0.000690965,0.000341082,0.000558836,0.000560534,0.000642304,0.000389303,0.000548898,0.000535707,0.000502583,0.000573441,0.000552917,0.000287143,0.000876825,0.000877864,0.000462309,0.000306341,0.000817964,0.000680652,0.000710561,0.00075754,0.000622583,0.000492541,0.014049621
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,447,0.00101513,0.000910983,0.001113708,0.000577436,0.000966246,0.000843881,0.000866798,0.001050183,0.000939554,0.000880249,0.000873316,0.00093389,0.00091287,0.000574286,0.001580555,0.001273365,0.000856795,0.000584379,0.001310567,0.001050716,0.001259262,0.001557864,0.001011237,0.000969819,0.02391309
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,448,0.00651251,0.003872105,0.004951043,0.00264688,0.004191417,0.004094518,0.004482055,0.003618783,0.004836233,0.003507369,0.004326142,0.004450997,0.003925117,0.002989842,0.008167269,0.006850906,0.00342513,0.002568835,0.005287758,0.004467503,0.005890063,0.00641825,0.004633048,0.004413413,0.110527185
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,449,0.002661896,0.001867249,0.002495638,0.000997063,0.001853174,0.001971109,0.002428616,0.001585308,0.001938449,0.001920543,0.001670857,0.002184539,0.001822028,0.001308426,0.003689872,0.003357303,0.001678985,0.001105491,0.002906494,0.002035349,0.003125658,0.003419147,0.00220212,0.00199533,0.052220645
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,450,0.001906189,0.001473023,0.001527704,0.001169218,0.001420526,0.001684683,0.001270057,0.001157208,0.001374717,0.00134927,0.001544979,0.001496409,0.001506606,0.000852549,0.002108352,0.001983529,0.001394236,0.001082183,0.001720294,0.001345886,0.001869115,0.002008361,0.001725918,0.001516012,0.036487021
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Candidatus Zinderia,451,1.09408E-05,5.16757E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61084E-05
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,452,0,0,0,0,0,0,0,0,0,0,3.0093E-06,0,0,0,0,3.58538E-06,2.68527E-06,0,0,0,0,0,0,0,9.27995E-06
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,453,0.002385556,0.000910983,0.002416921,0.000376589,0.002289426,0.001059471,0.000579944,0.000976603,0.000672523,0.000918037,0.003052683,0.000993965,0.000771857,0.000367662,0.002224695,0.001365771,0.000645018,0.000526107,0.001525549,0.000508837,0.001228509,0.00163085,0.000797569,0.000829688,0.029054814
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,454,0.002165611,0.000905656,0.002454822,0.000451906,0.002127184,0.00109335,0.00061736,0.000816066,0.000731863,0.000849129,0.002589065,0.000835586,0.000834942,0.00047127,0.002009036,0.001491445,0.000582731,0.000546086,0.00148389,0.000603556,0.001152436,0.001343941,0.000755204,0.000767253,0.027679386
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,455,0.003513478,0.00155027,0.003564768,0.000652754,0.003079008,0.001543009,0.00097281,0.001197342,0.001181861,0.001169219,0.00404316,0.001589252,0.001180051,0.000574286,0.002973912,0.001983529,0.000867868,0.000789161,0.002260287,0.000821629,0.001615352,0.002134199,0.001208327,0.001159898,0.041625429
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,456,0.000372214,0.000144639,0.00037901,0.000146332,0.000321962,0.000268872,0.000117028,0.000129768,0.000239834,0.000120701,0.000483969,0.000243576,0.00013693,3.44572E-05,0.00035754,0.000273524,0.000107411,0.000106553,0.000229577,0.00011961,0.000197468,0.000291942,0.000200774,0.000159555,0.005183247
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified (derived from Burkholderiales),Leptothrix,457,0.001770838,0.002154928,0.002075811,0.000961198,0.001882017,0.00196803,0.002319694,0.001505039,0.001844494,0.002205068,0.001282829,0.001780399,0.001966752,0.001036084,0.003728407,0.002453417,0.001778382,0.000920688,0.002086188,0.001035297,0.002839799,0.003326355,0.002084161,0.001642574,0.046648446
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified (derived from Burkholderiales),Methylibium,458,0.002582942,0.003572253,0.003355409,0.001258882,0.002527383,0.003287564,0.003739747,0.002301038,0.003051079,0.003459911,0.001920722,0.003085661,0.003076297,0.001870871,0.005826686,0.003852289,0.002699817,0.001496742,0.003000925,0.001795248,0.004467015,0.005333886,0.003163771,0.00262273,0.073348866
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified (derived from Burkholderiales),Thiomonas,459,0.000404924,0.000383572,0.000390672,0.000222725,0.000336023,0.000335705,0.000309719,0.00032442,0.000335767,0.000353433,0.000425024,0.00031785,0.000295384,0.000218466,0.000490908,0.000462034,0.000370955,0.000229756,0.000383136,0.000350239,0.000534134,0.000453014,0.000493646,0.000271938,0.008693443
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified (derived from Burkholderiales),unclassified (derived from Burkholderiales),460,2.18817E-05,3.62262E-05,9.62103E-05,5.55917E-05,5.58836E-05,2.98746E-05,2.82697E-05,5.19071E-05,5.73623E-05,3.02308E-05,5.11891E-05,3.1785E-05,3.59953E-05,2.29715E-05,3.29164E-05,5.02693E-05,6.45018E-05,1.93128E-05,4.13543E-05,3.85483E-05,5.03381E-05,7.32372E-05,7.14681E-05,3.77383E-05,0.001085064
Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella,461,0.000240811,0.000279688,0.000335278,0.000125171,0.000118978,0.000287043,0.00016941,0.000117059,0.000230438,0.000155377,0.000226473,0.000190601,0.000230444,6.86775E-05,0.00034619,0.000304942,0.000145337,9.6897E-05,0.000221975,0.000170934,0.000247644,0.000302009,0.000292872,0.000174817,0.005079067
