domain,phylum,className,order,family,genus,bulk1,bulk1,bulk2,bulk3,bulk4,bulk5,bulk6,nulk7,bulk8,bulk8,bulk9,bulk10,bulk11,bulk12,bulk13,bulk14,bulk15,bulk15,bulk16,bulk17,bulk18,bulk19,bulk20,bulk20,bulk21,bulk22,bulk23,bulk24,bulk25,bulk26,bulk26,bulk27,bulk28,bulk29,bulk29,bulk30,bulk31,bulk32,bulk33,bulk34,bulk34,bulk35,bulk36,bulk37,bulk38,bulk38,bulk39,bulk40
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,0.001515262,0.001539318,0.001739375,0.001276249,0.001739513,0.001657982,0.001869808,0.002052756,0.00153611,0.001625637,0.001738778,0.001988726,0.001450548,0.0011798,0.001773001,0.001869978,0.00202252,0.001901295,0.00197272,0.001558294,0.001664128,0.001875472,0.001705967,0.001652019,0.001516137,0.001603489,0.001698009,0.001746367,0.001462336,0.001692502,0.001187822,0.00157602,0.001546147,0.001701445,0.001695534,0.00161001,0.001966093,0.001807758,0.001663261,0.001539675,0.00195562,0.002075292,0.001761782,0.001471087,0.001525729,0.00179752,0.001578333,0.001548117
Bacteria,Nitrospirae,Nitrospira (class),Nitrospirales,Nitrospiraceae,Nitrospira,0.001668985,0.001559934,0.001317484,0.001364266,0.001724834,0.001848994,0.001819273,0.002096743,0.00186906,0.00203607,0.001661965,0.002002441,0.001317254,0.001310085,0.001405934,0.001321999,0.00235408,0.002512952,0.001719085,0.001296218,0.001901861,0.00217584,0.002085071,0.002098064,0.00150982,0.001301577,0.001596129,0.002031488,0.001284183,0.001431509,0.001034789,0.001561011,0.001359677,0.001828866,0.00122685,0.00152659,0.001788822,0.002038229,0.001775139,0.001777692,0.001655759,0.001598863,0.001960583,0.001501264,0.001652253,0.002108629,0.001728274,0.001586061
Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardiaceae,Nocardia,0.003323329,0.003628392,0.003249301,0.003938769,0.003890051,0.003445852,0.003442721,0.00317444,0.003503541,0.00329956,0.003456607,0.003538561,0.003512679,0.003901302,0.003518298,0.002705646,0.003269187,0.002387673,0.003269079,0.003215753,0.002615059,0.002842512,0.003381606,0.002800172,0.004036716,0.004012076,0.003896931,0.003706575,0.003845126,0.003495729,0.004459796,0.003812469,0.003542931,0.003223002,0.00348067,0.003862357,0.003529298,0.003428259,0.004199174,0.003369433,0.003304999,0.003278477,0.003050557,0.003500434,0.004071092,0.003404917,0.00370119,0.00298999
Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Nocardioides,0.008732889,0.010644658,0.011094992,0.009667222,0.011699512,0.010979355,0.009728057,0.009420683,0.009413403,0.010067681,0.010027653,0.009909342,0.010247926,0.01154467,0.009633765,0.008301882,0.008050291,0.006927198,0.00912383,0.010178496,0.01146317,0.007714342,0.010258549,0.007450605,0.011914313,0.013284133,0.010841788,0.009373357,0.008499362,0.010526732,0.009648317,0.012473076,0.009851834,0.008477244,0.012861249,0.010135558,0.009266422,0.010508045,0.011262437,0.012577728,0.009980183,0.011878422,0.009192802,0.011512202,0.008328248,0.008866612,0.009501563,0.009592253
Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardiopsaceae,Nocardiopsis,0.001742186,0.001628653,0.001524729,0.001826357,0.001438585,0.001642701,0.001768738,0.001473585,0.001581512,0.001673923,0.001564202,0.001824142,0.001717135,0.001831223,0.001475192,0.001342549,0.001465498,0.00138544,0.001493631,0.001622043,0.001270384,0.001186822,0.001531579,0.001503337,0.001926758,0.001938947,0.001604619,0.001808737,0.001922563,0.001621322,0.001727078,0.00162105,0.001468452,0.001476585,0.001516332,0.001693431,0.001958035,0.001627703,0.002013813,0.001614055,0.001518865,0.001590788,0.001371037,0.001546528,0.00161504,0.001616039,0.001807191,0.001441874
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Nostocales,Nostocaceae,Nodularia,0.000322085,0.000322982,0.000340473,0.000337399,0.00026423,0.000297978,0.000353748,0.00028592,0.000325383,0.000338004,0.000446915,0.00038403,0.00029011,0.000289521,0.000318586,0.000226041,0.000377979,0.000353729,0.000331135,0.000481655,0.00034917,0.000227108,0.000250209,0.000272583,0.000259007,0.000254948,0.000365072,0.000267301,0.000282075,0.000363809,0.000233192,0.00029269,0.000349631,0.000442226,0.000268804,0.000316997,0.000386772,0.000352909,0.000477348,0.000371902,0.000365049,0.000444129,0.000377035,0.000211233,0.000297703,0.000293825,0.000339342,0.000371852
Eukaryota,Microsporidia,unclassified (derived from Microsporidia),unclassified (derived from Microsporidia),Nosematidae,Nosema,7.32011E-06,0,0,0,0,0,6.31692E-06,7.33127E-06,0,0,0,0,0,0,0,6.84974E-06,6.63121E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Nostocales,Nostocaceae,Nostoc,0.003425811,0.003463465,0.002916229,0.00360137,0.002576241,0.00340765,0.003467989,0.003123121,0.003412737,0.003178844,0.003037625,0.003867729,0.003089275,0.002851787,0.003262044,0.002678247,0.003627273,0.003264626,0.003409988,0.003888653,0.002993945,0.002930424,0.003237546,0.003650961,0.003171254,0.002770882,0.002954536,0.003011592,0.00270198,0.002736476,0.002361069,0.002851847,0.003255456,0.0040325,0.002743182,0.003361835,0.00539064,0.003363439,0.005168787,0.005295885,0.003572267,0.003149276,0.00277635,0.002595149,0.003609652,0.00314566,0.00379589,0.00375646
Eukaryota,Streptophyta,Anthocerotopsida,Dendrocerotales,Dendrocerotaceae,Nothoceros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,0.00272308,0.004123173,0.003945051,0.003674718,0.004073544,0.003973044,0.003196361,0.004809314,0.002875477,0.004410143,0.003812743,0.002983089,0.004241873,0.004863961,0.003989251,0.005507189,0.002785109,0.003050915,0.004466802,0.005000708,0.004628357,0.00452018,0.004329365,0.003849204,0.003278647,0.004964777,0.004083712,0.003269983,0.004104932,0.003353369,0.004365062,0.003744925,0.004319889,0.002765785,0.005520825,0.003979145,0.003013601,0.003183383,0.003617405,0.002796703,0.003291961,0.003609554,0.003921165,0.004345366,0.002441166,0.003638249,0.003440765,0.003726105
Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Nymphaeales,Nymphaeaceae,Nuphar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31724E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45857E-06,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanibulbus,0.000117122,8.93354E-05,9.62207E-05,0.000124691,0.000124775,9.16856E-05,0.000107388,0.000161288,8.32375E-05,0.000144859,9.77626E-05,8.91498E-05,0.000125453,0.000123047,0.000110813,0.000150694,0.000152518,0.000125279,0.00016909,0.000120414,9.65789E-05,0.000183152,0.000106149,0.000148682,0.000145296,0.000127474,0.000152821,0.00010692,0.000103922,0.000118633,9.47342E-05,0.000142592,0.000124313,9.74396E-05,0.000117171,0.000108446,7.25198E-05,0.000187258,0.000186464,9.66945E-05,0.000162968,0.000104976,0.000123393,9.80725E-05,7.44258E-05,7.77773E-05,0.000165725,9.86545E-05
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,0.000424566,0.000391701,0.000532915,0.000418082,0.000433043,0.000404945,0.000404283,0.000351901,0.000264847,0.000458719,0.000446915,0.000336026,0.000313632,0.000470472,0.000519434,0.000417834,0.000431029,0.000375837,0.000352271,0.000460405,0.000364028,0.000490846,0.000310865,0.000404745,0.000271641,0.000342167,0.000288662,0.000383132,0.000541881,0.000411262,0.000378937,0.000375243,0.00037294,0.000352282,0.000413545,0.000300313,0.000451234,0.000352909,0.000395304,0.000334712,0.000371568,0.000444129,0.000479863,0.000452642,0.000468883,0.000501231,0.000370908,0.000462917
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,0.00070273,0.000659708,0.000710553,0.000711472,0.000623876,0.00081753,0.000701178,0.00074779,0.000597796,0.000724294,0.000684338,0.000576045,0.000831125,0.00084685,0.000699504,0.000808269,0.000663121,0.000884323,0.000605907,0.000715399,0.00078006,0.000703302,0.000629312,0.000735148,0.000669627,0.000731298,0.000806554,0.000694983,0.000682918,0.000727618,0.000597554,0.000833039,0.000590488,0.000697068,0.000592748,0.000817518,0.000781603,0.000720222,0.000768232,0.000550415,0.000606242,0.000888257,0.000712939,0.000761948,0.000632619,0.00089876,0.000836516,0.00063746
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,0.000387966,0.000391701,0.000310867,0.000366738,0.000322948,0.000450788,0.000341114,0.00034457,0.000370785,0.000442624,0.000537694,0.000445749,0.000352836,0.000325712,0.000339363,0.000308238,0.000457554,0.000420054,0.000373408,0.000375407,0.000364028,0.000527476,0.00036394,0.000429525,0.000347448,0.000335458,0.000483933,0.000383132,0.000326613,0.000434989,0.000269628,0.000412767,0.000349631,0.000382263,0.000461792,0.000342023,0.000386772,0.000432133,0.000410221,0.00034215,0.000430236,0.000387603,0.000438732,0.000437554,0.000439112,0.000397528,0.000355125,0.000387029
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,0.000204963,0.000254262,0.000347875,0.000293391,0.000300928,0.000389664,0.00032848,0.000256594,0.000242145,0.000394338,0.000391051,0.000322311,0.000274428,0.000202665,0.000325512,0.000232891,0.000371348,0.000287405,0.000288863,0.000276243,0.000289737,0.000249086,0.000295701,0.000313884,0.000240055,0.000275075,0.000288662,0.000507872,0.000192999,0.000221449,0.000174894,0.000337719,0.000271935,0.000277328,0.000268804,0.000233577,0.000314253,0.000352909,0.00031326,0.000282646,0.000319418,0.000209952,0.000253642,0.000347026,0.00026049,0.000241974,0.000386691,0.000311141
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,0.001076056,0.001051409,0.000917798,0.000931515,0.000924805,0.000909216,0.001010707,0.00086509,0.000991283,0.000796723,0.000782101,0.000939502,0.001215324,0.001129134,0.000817242,0.001137056,0.000868689,0.001053818,0.001077951,0.000885395,0.001077226,0.000864475,0.000871939,0.001040772,0.000903365,0.001214358,0.000967865,0.000810813,0.000950147,0.001146789,0.001202396,0.000780505,0.00094012,0.000989387,0.001095894,0.000884254,0.000999162,0.00077784,0.001081492,0.000870251,0.001016923,0.000952858,0.001069409,0.001395647,0.001101502,0.001486411,0.000883866,0.001092788
Eukaryota,unclassified (derived from Eukaryota),Chrysophyceae,Chromulinales,Chromulinaceae,Ochromonas,7.32011E-06,0,0,0,0,0,0,0,0,0,0,6.85768E-06,0,0,0,0,0,0,7.04543E-06,0,0,0,0,0,6.31724E-06,0,0,0,0,0,0,7.50486E-06,0,0,0,0,0,0,0,0,0,0,6.85518E-06,0,7.44258E-06,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,0.000344045,0.000295494,0.000207245,0.000278721,0.000300928,0.000221574,0.000322163,0.000212607,0.000310249,0.000273622,0.000258373,0.000240019,0.00029011,0.000253331,0.000221625,0.000273989,0.000225461,0.000213711,0.000190227,0.00026916,0.000416032,0.00027839,0.00036394,0.000305623,0.000290593,0.000207984,0.000237721,0.000258391,0.000259806,0.000253084,0.000313352,0.000217641,0.000233088,0.000269833,0.000206772,0.000266945,0.00032231,0.000230471,0.000216298,0.000230579,0.000260749,0.000258402,0.000212511,0.000241409,0.000334916,0.000285183,0.000197292,0.000303552
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Eupodiscales,Eupodiscaceae,Odontella,7.32011E-06,0,0,7.33477E-06,1.46794E-05,0,6.31692E-06,7.33127E-06,0,0,6.98305E-06,0,7.8408E-06,0,6.92578E-06,6.84974E-06,6.63121E-06,0,7.04543E-06,0,0,7.32606E-06,0,3.30404E-05,1.26345E-05,0,8.49005E-06,0,7.42302E-06,3.16356E-05,0,7.50486E-06,0,0,6.89242E-06,8.34202E-06,0,1.44044E-05,7.45857E-06,4.46282E-05,0,0,6.85518E-06,1.50881E-05,1.48852E-05,0,7.89166E-06,0
Eukaryota,Chlorophyta,Chlorophyceae,Oedogoniales,unclassified (derived from Oedogoniales),Oedogonium,0,0,0,7.33477E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76959E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,3.66005E-05,4.12317E-05,2.22048E-05,5.86781E-05,5.87178E-05,5.34833E-05,6.31692E-06,4.39876E-05,2.27011E-05,5.63339E-05,5.58644E-05,2.74307E-05,6.27264E-05,2.89521E-05,4.15547E-05,2.05492E-05,4.64185E-05,5.15855E-05,4.9318E-05,4.95821E-05,2.97166E-05,5.12824E-05,2.27462E-05,2.47803E-05,3.15862E-05,5.36733E-05,5.09403E-05,4.45502E-05,4.45381E-05,1.58178E-05,7.28725E-06,2.25146E-05,3.10783E-05,2.99814E-05,3.44621E-05,4.17101E-05,1.61155E-05,2.88089E-05,2.98343E-05,2.97522E-05,5.21499E-05,1.61501E-05,4.11311E-05,3.77202E-05,3.72129E-05,6.04935E-05,7.1025E-05,7.58881E-05
Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Myrtales,Onagraceae,Oenothera,7.32011E-06,0,0,0,0,7.64047E-06,0,0,0,0,0,0,7.8408E-06,0,0,0,0,0,0,0,0,7.32606E-06,0,0,0,3.35458E-05,0,0,0,0,0,0,0,0,0,0,8.05776E-06,0,0,0,6.51873E-06,0,0,0,0,0,0,0
Eukaryota,Chordata,Appendicularia,unclassified (derived from Appendicularia),Oikopleuridae,Oikopleura,7.32011E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92578E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85518E-06,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Oligotropha,0.001720225,0.001587422,0.001724572,0.001290919,0.001423905,0.001451689,0.00157923,0.001708186,0.001551244,0.001448587,0.001564202,0.001515546,0.001607364,0.001679225,0.001641411,0.002246714,0.001432342,0.001879187,0.001747266,0.001359966,0.001864715,0.001531147,0.001668057,0.001916342,0.001547724,0.001569943,0.001731969,0.001737457,0.001610796,0.002080038,0.001770801,0.00188372,0.001740387,0.001416622,0.001936769,0.001459854,0.001845227,0.001634905,0.001059117,0.001249591,0.001499309,0.001986466,0.002173093,0.001727585,0.001451303,0.00179752,0.001609899,0.001730248
Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Brassicales,Brassicaceae,Olimarabidopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70916E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Olpidiaceae,Olpidium,0,0,0,0,0,7.64047E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32606E-06,0,0,0,0,0,0,7.42302E-06,0,0,0,7.76959E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria (class),Coriobacteriales,Coriobacteriaceae,Olsenella,7.32011E-05,4.81037E-05,5.18112E-05,6.60129E-05,2.20192E-05,7.64047E-05,3.79015E-05,5.13189E-05,3.02682E-05,0.000112668,4.88813E-05,6.85768E-05,0.00010193,7.96184E-05,4.84805E-05,4.79482E-05,5.96809E-05,9.58017E-05,3.52271E-05,8.49979E-05,7.42914E-05,7.32606E-05,6.06566E-05,9.0861E-05,3.79034E-05,6.70916E-05,6.79204E-05,8.91004E-05,4.45381E-05,5.53622E-05,2.9149E-05,6.75437E-05,2.33088E-05,5.24675E-05,6.89242E-05,8.34202E-05,6.44621E-05,7.92245E-05,7.45857E-05,9.66945E-05,3.91124E-05,7.26756E-05,4.11311E-05,9.80725E-05,4.46555E-05,8.64192E-05,6.31333E-05,6.82993E-05
Eukaryota,Chlorophyta,unclassified (derived from Chlorophyta),unclassified (derived from Chlorophyta),unclassified (derived from Chlorophyta),Oltmannsiellopsis,7.32011E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05776E-06,0,0,7.43804E-06,0,0,0,0,0,0,0,0
Eukaryota,Streptophyta,Liliopsida,Asparagales,Orchidaceae,Oncidium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ophionectria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiopholis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91004E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Verrucomicrobia,Opitutae,unclassified (derived from Opitutae),Opitutaceae,Opitutus,0.005124076,0.00544946,0.004848045,0.004701585,0.004557965,0.005447655,0.005369382,0.006407531,0.006099037,0.004595241,0.005230301,0.005328414,0.005496401,0.004053301,0.005429814,0.004568775,0.007254546,0.005895488,0.004847255,0.004795297,0.007377141,0.005611763,0.005694139,0.005137778,0.004807419,0.004501845,0.004228043,0.004811419,0.003741204,0.005757672,0.00333756,0.004412857,0.004164498,0.006011273,0.004638596,0.004479666,0.004713788,0.00508477,0.004109671,0.005310761,0.005182394,0.005200342,0.005861183,0.005311003,0.005544722,0.005504904,0.004450898,0.005289399
Eukaryota,Annelida,Polychaeta,unclassified (derived from Polychaeta),Orbiniidae,Orbinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,4.39207E-05,3.43598E-05,2.96064E-05,2.93391E-05,2.93589E-05,8.40452E-05,8.212E-05,5.86502E-05,8.32375E-05,8.04771E-05,6.98305E-05,9.60075E-05,4.70448E-05,2.89521E-05,6.92578E-05,6.84974E-05,7.29433E-05,4.42162E-05,6.34089E-05,4.95821E-05,5.2004E-05,4.39564E-05,8.34028E-05,6.60808E-05,5.68552E-05,3.35458E-05,6.79204E-05,1.78201E-05,2.22691E-05,3.95444E-05,2.9149E-05,5.2534E-05,5.43871E-05,6.74582E-05,3.44621E-05,2.50261E-05,3.2231E-05,6.482E-05,3.72928E-05,2.23141E-05,7.17061E-05,8.88257E-05,8.91174E-05,3.77202E-05,7.44258E-05,8.64192E-06,4.735E-05,6.07105E-05
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,4.39207E-05,1.37439E-05,7.4016E-06,7.33477E-06,2.93589E-05,2.29214E-05,3.79015E-05,2.19938E-05,3.78352E-05,1.60954E-05,2.09491E-05,2.0573E-05,0,3.61902E-05,3.46289E-05,1.36995E-05,2.65248E-05,5.15855E-05,4.22726E-05,2.12495E-05,7.42914E-06,7.32606E-06,3.03283E-05,8.26009E-06,1.89517E-05,3.35458E-05,8.49005E-06,4.45502E-05,2.22691E-05,7.90889E-06,2.18617E-05,3.00194E-05,2.33088E-05,1.49907E-05,4.82469E-05,1.6684E-05,4.83465E-05,2.88089E-05,1.49171E-05,2.97522E-05,3.25937E-05,2.42252E-05,2.74207E-05,7.54404E-06,2.23277E-05,2.59258E-05,3.94583E-05,1.51776E-05
Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Ornithobacterium,0,0,0,0,0,0,0,7.33127E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45857E-06,0,0,8.07507E-06,0,0,0,0,0,0
Eukaryota,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,5.12408E-05,3.43598E-05,7.4016E-06,5.86781E-05,2.20192E-05,2.29214E-05,2.52677E-05,2.93251E-05,4.54023E-05,6.43817E-05,1.39661E-05,2.74307E-05,4.70448E-05,2.89521E-05,3.46289E-05,3.42487E-05,1.32624E-05,2.94774E-05,2.81817E-05,2.12495E-05,2.22874E-05,1.46521E-05,3.79104E-05,3.30404E-05,3.15862E-05,2.01275E-05,1.69801E-05,2.67301E-05,6.68072E-05,4.74533E-05,7.28725E-06,1.50097E-05,2.33088E-05,2.24861E-05,1.37848E-05,2.50261E-05,4.02888E-05,2.16067E-05,2.23757E-05,3.71902E-05,3.91124E-05,2.42252E-05,3.42759E-05,7.54404E-06,1.48852E-05,2.59258E-05,1.57833E-05,2.27664E-05
Viruses,unclassified (derived from Viruses),unclassified (derived from Viruses),unclassified (derived from Viruses),Poxviridae,Orthopoxvirus,0,0,0,0,0,0,1.26338E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32606E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51873E-06,0,0,0,7.44258E-06,0,0,0
Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,0,2.06159E-05,1.48032E-05,1.46695E-05,2.20192E-05,3.82024E-05,1.26338E-05,3.66564E-05,0,8.04771E-06,6.98305E-06,4.11461E-05,1.56816E-05,3.61902E-05,6.92578E-06,1.36995E-05,1.32624E-05,7.36936E-06,7.04543E-06,0,7.42914E-06,2.93042E-05,1.51642E-05,0,1.26345E-05,2.68366E-05,8.49005E-06,1.78201E-05,7.42302E-06,1.58178E-05,2.18617E-05,1.50097E-05,7.76959E-06,2.99814E-05,0,8.34202E-06,2.41733E-05,7.20222E-06,1.49171E-05,2.23141E-05,1.30375E-05,2.42252E-05,1.37104E-05,1.50881E-05,1.48852E-05,1.72838E-05,4.735E-05,2.27664E-05
Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Oryza,0.000183003,0.000116823,0.000111024,0.000139361,8.80766E-05,0.000137528,0.000113705,0.000131963,0.000174042,0.000120716,0.000139661,0.000150869,0.000282269,0.000260569,0.000117738,8.90466E-05,0.000159149,0.000125279,0.000147954,0.000332908,0.000126295,0.000124543,9.8567E-05,0.000148682,0.000170565,0.000288494,0.000144331,0.000187111,0.000163307,0.000102816,0.000116596,3.00194E-05,0.000163161,0.000149907,0.000117171,0.000100104,0.00014504,0.000136842,0.00010442,0.000148761,0.000293343,0.000169576,0.000137104,0.000105617,0.000104196,0.000164197,0.00014205,0.000159365
Bacteria,Cyanobacteria,unclassified (derived from Cyanobacteria),Oscillatoriales,unclassified (derived from Oscillatoriales),Oscillatoria,0.000753971,0.000893354,0.000525513,0.000836163,0.00052846,0.000901575,0.000720129,0.000601164,0.000650766,0.00070015,0.000663389,0.000829779,0.000533174,0.000579043,0.000651024,0.00052058,0.000716171,0.000788521,0.00081727,0.000772064,0.000631477,0.000842497,0.000659641,0.000743408,0.000612772,0.00063737,0.000551853,0.000570242,0.000645803,0.00049826,0.000393511,0.000607894,0.000582719,0.000929424,0.000682349,0.000625652,0.000604332,0.000633796,0.001208288,0.001242153,0.000586686,0.000734831,0.000719794,0.000535627,0.000580521,0.000665428,0.001215316,0.000872713
Bacteria,Chloroflexi,Chloroflexi (class),Chloroflexales,Oscillochloridaceae,Oscillochloris,0.000783252,0.000900226,0.000814176,0.000865502,0.00078535,0.001023823,0.00108651,0.001063034,0.000749137,0.000997916,0.001061423,0.00115209,0.000799762,0.000593519,0.000789539,0.000726072,0.001034469,0.001112773,0.00073977,0.001005808,0.000705769,0.000827845,0.001061491,0.000817749,0.000979172,0.000872191,0.000857495,0.000712803,0.00071261,0.000680165,0.000546544,0.000727971,0.000722571,0.000936919,0.000606533,0.000725756,0.000966931,0.001015514,0.001193371,0.001048764,0.000971291,0.000718681,0.000760925,0.000829844,0.000803799,0.000881476,0.000986458,0.000857535
Viruses,unclassified (derived from Viruses),unclassified (derived from Viruses),Herpesvirales,Malacoherpesviridae,Ostreavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31724E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Chlorophyta,Prasinophyceae,Mamiellales,unclassified (derived from Mamiellales),Ostreococcus,0.000117122,0.000109951,6.66144E-05,5.13434E-05,5.87178E-05,6.87642E-05,6.94861E-05,7.33127E-05,0.00012864,8.04771E-05,6.98305E-05,8.22921E-05,0.000148975,5.79043E-05,0.000117738,6.16476E-05,7.29433E-05,8.84323E-05,7.74997E-05,5.66653E-05,0.00017087,0.000102565,0.000106149,0.000107381,7.58069E-05,8.05099E-05,7.64104E-05,8.91004E-05,8.90763E-05,9.49067E-05,7.28725E-05,7.50486E-05,7.76959E-05,0.00011243,0.000130956,5.83942E-05,0.000177271,0.00012964,8.20442E-05,0.000126447,8.47436E-05,7.26756E-05,8.91174E-05,9.80725E-05,5.20981E-05,0.000120987,7.1025E-05,6.07105E-05
Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58208E-06,0,0,0,0,0,0,0,7.28725E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,0.000175683,0.000274878,0.000614332,0.000220043,0.000286249,0.000359102,0.000353748,0.000483864,0.000234578,0.00028167,0.000258373,0.000246876,0.000219542,0.000166475,0.000207773,0.000308238,0.000245355,0.000309513,0.000274772,0.00024791,0.000230303,0.000234434,0.000227462,0.000305623,0.000208469,0.000214693,0.000152821,0.000285121,0.000296921,0.000237267,0.000306064,0.000352728,0.000279705,0.000277328,0.000303266,0.000183525,0.000177271,0.000309696,0.000298343,0.000156199,0.00035853,0.000282627,0.000205656,0.000248953,0.000282818,0.000276542,0.000394583,0.000478095
Viruses,unclassified (derived from Viruses),unclassified (derived from Viruses),Caudovirales,Myoviridae,P1-like viruses,0,0,0,0,7.33972E-06,0,0,0,0,0,0,0,7.8408E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20222E-06,0,7.43804E-06,0,0,0,0,0,0,0,0
