domain,phylum,className,order,family,genus,bulk1,bulk1,bulk2,bulk3,bulk4,bulk5,bulk6,nulk7,bulk8,bulk8,bulk9,bulk10,bulk11,bulk12,bulk13,bulk14,bulk15,bulk15,bulk16,bulk17,bulk18,bulk19,bulk20,bulk20,bulk21,bulk22,bulk23,bulk24,bulk25,bulk26,bulk26,bulk27,bulk28,bulk29,bulk29,bulk30,bulk31,bulk32,bulk33,bulk34,bulk34,bulk35,bulk36,bulk37,bulk38,bulk38,bulk39,bulk40
Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Emericella,0.000197643,0.000144311,0.000125827,0.000161365,0.000124775,8.40452E-05,0.000176874,0.0001173,0.000158908,0.000112668,0.000153627,0.000109723,0.000156816,0.000159237,0.000152367,0.000157544,0.000139255,0.00011791,0.000105681,0.000106247,0.00017087,0.000102565,0.000166806,0.000173462,0.000107393,0.000228111,0.000178291,9.80104E-05,0.000178153,0.000205631,0.000189468,9.00583E-05,0.000163161,0.000187384,0.000124063,0.00016684,0.000209502,0.000144044,0.000164088,0.000267769,0.000189043,9.69008E-05,0.000109683,0.000143337,0.00023072,6.91354E-05,0.00014205,0.00012901
Eukaryota,unclassified (derived from Eukaryota),unclassified (derived from Eukaryota),Isochrysidales,Noelaerhabdaceae,Emiliania,0,0,0,0,0,7.64047E-06,0,0,7.56704E-06,0,0,6.85768E-06,0,0,0,6.84974E-06,0,0,7.04543E-06,0,0,0,1.51642E-05,0,0,0,0,0,0,0,0,7.50486E-06,0,7.49535E-06,6.89242E-06,0,0,0,0,7.43804E-06,0,0,0,0,0,0,0,0
Eukaryota,Microsporidia,unclassified (derived from Microsporidia),unclassified (derived from Microsporidia),Unikaryonidae,Encephalitozoon,2.19603E-05,0,0,7.33477E-06,2.20192E-05,1.52809E-05,6.31692E-06,0,7.56704E-06,8.04771E-06,6.98305E-06,6.85768E-06,7.8408E-06,0,0,6.84974E-06,0,1.47387E-05,2.81817E-05,0,7.42914E-06,7.32606E-06,0,8.26009E-06,0,0,8.49005E-06,0,0,0,2.18617E-05,0,7.76959E-06,0,0,0,8.05776E-06,1.44044E-05,0,0,6.51873E-06,0,0,0,0,0,0,7.58881E-06
Eukaryota,unclassified (derived from Fungi),unclassified (derived from Fungi),Endogonales,Endogonaceae,Endogone,0,0,7.4016E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,unclassified (derived from Gammaproteobacteria),unclassified (derived from Gammaproteobacteria),Endoriftia,4.39207E-05,4.12317E-05,3.7008E-05,2.93391E-05,6.60575E-05,5.34833E-05,6.94861E-05,8.79752E-05,6.05364E-05,3.21908E-05,9.77626E-05,6.85768E-05,5.48856E-05,5.79043E-05,6.2332E-05,9.58963E-05,0.000119362,8.1063E-05,7.74997E-05,5.66653E-05,0.000118866,8.79127E-05,7.58208E-05,7.43408E-05,6.31724E-05,2.68366E-05,5.09403E-05,2.67301E-05,5.93842E-05,3.95444E-05,4.37235E-05,6.00389E-05,0.000108774,8.24489E-05,4.82469E-05,3.33681E-05,7.25198E-05,6.482E-05,3.72928E-05,2.23141E-05,6.51873E-05,4.84504E-05,6.16967E-05,8.29844E-05,5.20981E-05,0.000103703,3.15667E-05,7.58881E-05
Eukaryota,Ascomycota,Dothideomycetes,Myriangiales,unclassified (derived from Myriangiales),Endosporium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43804E-06,0,0,0,0,7.44258E-06,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,5.12408E-05,2.06159E-05,3.7008E-05,5.13434E-05,5.1378E-05,3.82024E-05,3.15846E-05,2.19938E-05,3.02682E-05,2.41431E-05,2.79322E-05,4.80037E-05,2.35224E-05,1.44761E-05,2.77031E-05,2.73989E-05,3.31561E-05,5.15855E-05,4.22726E-05,2.83326E-05,2.22874E-05,5.12824E-05,3.03283E-05,3.30404E-05,3.79034E-05,5.36733E-05,2.54701E-05,5.34602E-05,2.96921E-05,4.74533E-05,3.64362E-05,3.00194E-05,4.66175E-05,2.99814E-05,2.06772E-05,3.33681E-05,2.41733E-05,2.16067E-05,2.23757E-05,5.95043E-05,5.86686E-05,1.61501E-05,0.000102828,3.77202E-05,2.23277E-05,2.59258E-05,6.31333E-05,6.07105E-05
Eukaryota,unclassified (derived from Eukaryota),unclassified (derived from Eukaryota),unclassified (derived from Eukaryota),unclassified (derived from Eukaryota),Entamoeba,7.32011E-06,4.12317E-05,4.44096E-05,2.20043E-05,2.20192E-05,2.29214E-05,1.26338E-05,0,2.27011E-05,1.60954E-05,2.79322E-05,2.0573E-05,4.70448E-05,7.23804E-06,2.77031E-05,2.05492E-05,6.63121E-06,2.21081E-05,1.40909E-05,7.08316E-06,1.48583E-05,2.93042E-05,1.51642E-05,4.13005E-05,2.5269E-05,6.70916E-06,1.69801E-05,0,0,2.37267E-05,1.45745E-05,1.50097E-05,1.55392E-05,2.24861E-05,4.82469E-05,0,1.61155E-05,3.60111E-05,7.45857E-06,4.46282E-05,1.30375E-05,8.07507E-06,2.74207E-05,7.54404E-06,2.23277E-05,4.32096E-05,2.3675E-05,2.27664E-05
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,0.000387966,0.00028175,0.000251654,0.000315395,0.00025689,0.000359102,0.000296895,0.00028592,0.000219444,0.000338004,0.000300271,0.000260592,0.000329314,0.000361902,0.000256254,0.000308238,0.000331561,0.000243189,0.000295908,0.000276243,0.000319453,0.000322347,0.000295701,0.000437785,0.000309545,0.000328749,0.000305642,0.000329671,0.000282075,0.0003559,0.000284203,0.000307699,0.000240857,0.000329796,0.000330836,0.000283629,0.000330368,0.000302493,0.000320718,0.000193389,0.000280306,0.000282627,0.000404456,0.000309306,0.000208392,0.000354319,0.00033145,0.000265608
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,0.000256204,0.000233646,0.000222048,0.000205373,0.000205512,0.000282697,0.000265311,0.000315245,0.000227011,0.000241431,0.000279322,0.000274307,0.00029795,0.000209903,0.000277031,0.000171243,0.000238724,0.000250558,0.000260681,0.00024791,0.000230303,0.00024176,0.000174388,0.000280843,0.00029691,0.000248239,0.000220741,0.000196021,0.000237537,0.000260993,0.000262341,0.000240156,0.00019424,0.000262337,0.000213665,0.000308655,0.000265906,0.0003241,0.00026105,0.000208265,0.000228156,0.000218027,0.000363325,0.000188601,0.000245605,0.000216048,0.000165725,0.000235253
Eukaryota,Microsporidia,unclassified (derived from Microsporidia),unclassified (derived from Microsporidia),Enterocytozoonidae,Enterocytozoon,0,0,7.4016E-06,0,2.20192E-05,0,0,7.33127E-06,0,0,0,0,1.56816E-05,0,0,0,0,0,0,7.08316E-06,0,0,0,8.26009E-06,0,0,8.49005E-06,0,1.4846E-05,0,2.9149E-05,0,7.76959E-06,0,6.89242E-06,0,1.61155E-05,0,0,7.43804E-06,0,8.07507E-06,6.85518E-06,0,7.44258E-06,0,0,0
Eukaryota,Arthropoda,Insecta,Phasmatodea,Phasmatidae,Entoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32606E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Streptophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Epidermophyton,7.32011E-06,0,0,0,0,0,0,0,0,0,0,6.85768E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43804E-06,0,0,0,0,7.44258E-06,0,0,0
Viruses,unclassified (derived from Viruses),unclassified (derived from Viruses),Caudovirales,Podoviridae,Epsilon15-like viruses,0,0,7.4016E-06,0,0,0,0,0,7.56704E-06,0,0,0,0,7.23804E-06,0,0,6.63121E-06,0,0,0,0,0,0,0,0,0,8.49005E-06,0,0,0,0,7.50486E-06,0,0,0,0,0,0,0,0,1.30375E-05,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified (derived from Clostridiales),Epulopiscium,1.46402E-05,1.37439E-05,2.22048E-05,1.46695E-05,0,7.64047E-06,2.52677E-05,7.33127E-06,7.56704E-06,1.60954E-05,3.49152E-05,2.0573E-05,4.70448E-05,2.89521E-05,2.07773E-05,1.36995E-05,1.98936E-05,4.42162E-05,2.81817E-05,4.24989E-05,5.2004E-05,4.39564E-05,2.27462E-05,8.26009E-06,2.5269E-05,1.34183E-05,4.24502E-05,1.78201E-05,2.22691E-05,7.90889E-06,0,7.50486E-06,0,2.24861E-05,2.06772E-05,1.6684E-05,1.61155E-05,4.32133E-05,7.45857E-06,5.20663E-05,1.95562E-05,2.42252E-05,2.05656E-05,1.50881E-05,3.72129E-05,1.72838E-05,2.3675E-05,1.51776E-05
Eukaryota,Streptophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum,0,0,0,7.33477E-06,7.33972E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58208E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49171E-05,0,0,0,0,0,0,0,0,0
Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,1.46402E-05,2.74878E-05,6.66144E-05,0,1.46794E-05,0,6.31692E-06,0,7.56704E-06,1.60954E-05,0,0,1.56816E-05,2.17141E-05,1.38516E-05,1.36995E-05,3.31561E-05,7.36936E-06,0,7.08316E-06,7.42914E-06,1.46521E-05,2.27462E-05,1.65202E-05,0,1.34183E-05,1.69801E-05,1.78201E-05,7.42302E-06,2.37267E-05,7.28725E-06,3.00194E-05,3.10783E-05,2.99814E-05,2.06772E-05,2.50261E-05,2.41733E-05,7.20222E-06,1.49171E-05,2.23141E-05,3.25937E-05,8.07507E-06,6.85518E-06,7.54404E-06,2.23277E-05,2.59258E-05,3.15667E-05,7.58881E-06
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Eremococcus,1.46402E-05,2.06159E-05,2.22048E-05,0,2.20192E-05,0,1.89508E-05,3.66564E-05,0,8.04771E-06,6.98305E-06,6.85768E-06,1.56816E-05,1.44761E-05,2.07773E-05,0,6.63121E-06,0,2.11363E-05,7.08316E-06,7.42914E-06,1.46521E-05,7.58208E-06,6.60808E-05,1.26345E-05,2.01275E-05,0,0,7.42302E-06,1.58178E-05,2.18617E-05,1.50097E-05,0,1.49907E-05,0,1.6684E-05,1.61155E-05,3.60111E-05,7.45857E-06,0,0,8.07507E-06,6.85518E-06,7.54404E-06,0,1.72838E-05,3.15667E-05,7.58881E-06
Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,2.92804E-05,6.87195E-06,0,3.66738E-05,7.33972E-06,7.64047E-06,5.68523E-05,7.33127E-06,5.29693E-05,1.60954E-05,1.39661E-05,5.48614E-05,3.13632E-05,2.89521E-05,1.38516E-05,3.42487E-05,1.98936E-05,1.47387E-05,3.52271E-05,2.83326E-05,2.22874E-05,3.66303E-05,1.51642E-05,1.65202E-05,3.79034E-05,0,1.69801E-05,1.78201E-05,1.4846E-05,2.37267E-05,2.18617E-05,7.50486E-06,1.55392E-05,1.49907E-05,2.75697E-05,2.50261E-05,2.41733E-05,4.32133E-05,1.49171E-05,3.71902E-05,3.91124E-05,2.42252E-05,2.74207E-05,2.26321E-05,7.44258E-06,8.64192E-06,2.3675E-05,1.51776E-05
Eukaryota,Chordata,Mammalia,Insectivora,Erinaceidae,Erinaceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31724E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Geraniales,Geraniaceae,Erodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32606E-06,0,0,0,0.000167729,0,0,0,0,0,0,7.76959E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,0.000270844,0.000158055,0.00014063,0.000198039,0.000161474,0.000221574,0.000189508,0.000278588,0.000264847,0.00020924,0.000125695,0.000212588,0.000180338,0.000202665,0.000186996,0.000239741,0.000225461,0.000191603,0.000204317,0.000205412,0.000200587,0.000256412,0.000189552,0.000123901,0.000202152,0.000281785,0.000263191,0.000169291,0.000163307,0.000221449,0.000160319,0.000217641,0.0001787,0.000224861,0.000192988,0.000150156,0.000273964,0.000187258,0.000246133,0.000185951,0.0002086,0.000129201,0.000226221,0.000165969,0.000223277,0.000207406,0.000205183,0.000280786
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,7.32011E-06,6.87195E-06,2.22048E-05,1.46695E-05,0,1.52809E-05,3.15846E-05,7.33127E-06,2.27011E-05,4.02385E-05,6.98305E-06,1.37154E-05,1.56816E-05,7.23804E-06,6.92578E-06,1.36995E-05,0,7.36936E-06,2.11363E-05,3.54158E-05,2.97166E-05,7.32606E-06,0,2.47803E-05,2.5269E-05,1.34183E-05,0,1.78201E-05,0,7.90889E-06,2.9149E-05,1.50097E-05,7.76959E-06,0,0,8.34202E-06,8.05776E-06,2.16067E-05,7.45857E-06,0,6.51873E-06,0,2.74207E-05,1.50881E-05,7.44258E-06,2.59258E-05,3.15667E-05,1.51776E-05
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,0.00335993,0.004982167,0.004329934,0.004224825,0.00470476,0.004675968,0.00367013,0.005065908,0.003374902,0.005585109,0.004713555,0.003517988,0.004767207,0.005139007,0.00535363,0.006699043,0.003488017,0.004185796,0.005241799,0.006580252,0.005757587,0.005941435,0.004367276,0.004510011,0.003910371,0.006595102,0.00560343,0.003555104,0.004728466,0.003495729,0.005494586,0.004232741,0.004949226,0.003140553,0.006857954,0.004079249,0.003851608,0.003687539,0.004766025,0.00288596,0.004061172,0.004990391,0.005079692,0.005069594,0.002597461,0.004562935,0.00431674,0.004447042
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,0.000607569,0.000481037,0.000725356,0.000586781,0.000587178,0.000550114,0.000600107,0.000535183,0.000658333,0.000539196,0.000712271,0.000534899,0.00048613,0.000506663,0.000616395,0.000458932,0.000616703,0.000633765,0.000584771,0.00065165,0.00052004,0.000534802,0.00058382,0.000462565,0.000568552,0.000516605,0.000568833,0.000668253,0.000527035,0.000529896,0.000655852,0.000502826,0.000520562,0.000442226,0.000572071,0.000492179,0.000555985,0.000547369,0.000492265,0.000542977,0.000547574,0.00062178,0.000548415,0.000588435,0.000714488,0.000579009,0.000733925,0.000774058
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,0.000139082,9.62074E-05,0.000103622,0.000139361,8.80766E-05,0.000122248,8.212E-05,0.000183282,0.000121073,8.85248E-05,0.000111729,8.91498E-05,0.000109771,0.000130285,0.00013159,0.000109596,8.62058E-05,0.000140018,9.15906E-05,0.000120414,9.65789E-05,7.32606E-05,0.000166806,9.0861E-05,9.47586E-05,6.70916E-05,0.000101881,0.000160381,0.00017073,9.49067E-05,0.000145745,0.000127583,6.99263E-05,0.000104935,0.000103386,0.000108446,0.000177271,7.20222E-05,0.000149171,0.000148761,0.00015645,0.000169576,0.000137104,0.000105617,0.000133966,0.00018148,0.000197292,0.00012901
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,0.000278164,0.000261134,0.000303465,0.000315395,0.000293589,0.000343821,0.000271628,0.000388557,0.000279981,0.000273622,0.000307254,0.000404603,0.000431244,0.000260569,0.00031166,0.000328787,0.000431029,0.000383207,0.000366362,0.000424989,0.000416032,0.000322347,0.000371522,0.000305623,0.0003664,0.000254948,0.000339602,0.000347491,0.000311767,0.000316356,0.000262341,0.000352728,0.000341862,0.000397254,0.000365298,0.000350365,0.000330368,0.000403325,0.00036547,0.000290084,0.000286824,0.000201877,0.000390746,0.000377202,0.000357244,0.000328393,0.000315667,0.000440151
Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Myrtales,Myrtaceae,Eucalyptus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08316E-06,0,0,0,0,0,1.34183E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Euglenida,unclassified (derived from Euglenida),Euglenales,unclassified (derived from Euglenales),Euglena,0,0,0,1.46695E-05,0,7.64047E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89242E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Bacillales,unclassified (derived from Bacillales),Exiguobacterium,0.000351365,0.000309238,0.000340473,0.000249382,0.000352307,0.000343821,0.000240043,0.000381226,0.000264847,0.000346051,0.000307254,0.000397745,0.000243065,0.00033295,0.000290883,0.000205492,0.000305036,0.000368468,0.000331135,0.000347075,0.00026002,0.000307695,0.000318447,0.000363444,0.000347448,0.000248239,0.000365072,0.000302941,0.000363728,0.000308447,0.000298777,0.000330214,0.000326323,0.000284823,0.000358406,0.000392075,0.00024979,0.000396122,0.000268508,0.000297522,0.000312899,0.000306853,0.000335904,0.000226321,0.000290261,0.000423454,0.000386691,0.000295964
Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,0,0,0,7.33477E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43804E-06,0,0,0,0,0,8.64192E-06,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,4.39207E-05,5.49756E-05,4.44096E-05,6.60129E-05,8.07369E-05,6.87642E-05,4.42184E-05,5.86502E-05,7.56704E-05,8.85248E-05,6.98305E-05,0.000144011,7.8408E-05,1.44761E-05,9.00352E-05,2.73989E-05,3.97873E-05,7.36936E-05,3.52271E-05,4.95821E-05,8.91497E-05,4.39564E-05,4.54925E-05,6.60808E-05,5.68552E-05,4.69641E-05,4.24502E-05,7.12803E-05,6.68072E-05,5.53622E-05,3.64362E-05,8.25535E-05,0.000101005,5.24675E-05,0.000110279,9.17623E-05,8.86353E-05,3.60111E-05,7.45857E-05,5.95043E-05,6.51873E-05,9.69008E-05,0.000102828,6.03523E-05,8.9311E-05,8.64192E-05,7.1025E-05,5.31217E-05
Eukaryota,Streptophyta,unclassified (derived from Streptophyta),Caryophyllales,Polygonaceae,Fagopyrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58208E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,0.000139082,0.000158055,0.000207245,0.000102687,0.000110096,0.000191012,0.000145289,0.000205276,9.08045E-05,8.85248E-05,0.000132678,0.000198873,0.000141134,0.000115809,0.000186996,0.000150694,0.000119362,0.000140018,9.8636E-05,7.79147E-05,0.000156012,0.000124543,0.000106149,0.000115641,0.000107393,0.000114056,0.000161311,8.91004E-05,9.64993E-05,0.000118633,4.37235E-05,0.000120078,0.000124313,0.000172393,0.000179203,0.000141814,9.66931E-05,0.000208864,0.000111879,0.000104133,0.000123856,0.000113051,0.000178235,0.000203689,8.18684E-05,0.00022469,0.000134158,0.000197309
Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,5.85609E-05,7.55915E-05,5.92128E-05,4.40086E-05,5.1378E-05,4.58428E-05,4.42184E-05,4.39876E-05,8.32375E-05,2.41431E-05,2.79322E-05,4.80037E-05,3.9204E-05,3.61902E-05,4.15547E-05,5.47979E-05,5.96809E-05,2.94774E-05,4.22726E-05,2.12495E-05,3.71457E-05,3.66303E-05,3.79104E-05,4.13005E-05,3.79034E-05,2.68366E-05,8.49005E-05,5.34602E-05,5.19612E-05,3.16356E-05,2.18617E-05,5.2534E-05,4.66175E-05,6.74582E-05,2.75697E-05,3.33681E-05,8.05776E-06,2.88089E-05,5.221E-05,2.23141E-05,4.56311E-05,7.26756E-05,4.11311E-05,4.52642E-05,7.44258E-05,2.59258E-05,4.735E-05,3.03552E-05
Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,7.32011E-06,3.43598E-05,2.22048E-05,0,7.33972E-06,7.64047E-06,1.89508E-05,1.46625E-05,3.78352E-05,3.21908E-05,1.39661E-05,6.85768E-06,1.56816E-05,4.34282E-05,0,6.84974E-06,3.31561E-05,2.21081E-05,2.11363E-05,1.41663E-05,2.97166E-05,2.93042E-05,2.27462E-05,7.43408E-05,5.05379E-05,2.01275E-05,4.24502E-05,8.91004E-06,2.22691E-05,3.95444E-05,2.9149E-05,7.50486E-06,2.33088E-05,1.49907E-05,1.37848E-05,8.34202E-06,4.02888E-05,7.20222E-06,0,7.43804E-06,3.25937E-05,8.07507E-06,3.42759E-05,2.26321E-05,5.20981E-05,1.72838E-05,1.57833E-05,6.07105E-05
Bacteria,Thermotogae,Thermotogae (class),Thermotogales,Thermotogaceae,Fervidobacterium,0.000153722,0.000158055,0.000155434,0.0001687,0.000117436,0.000221574,0.000189508,0.000219938,0.000136207,0.000160954,0.000223457,0.000240019,0.00010193,0.000166475,0.00018007,0.000164394,0.000258617,0.000243189,0.000133863,0.000226661,0.000193158,0.000168499,0.000106149,0.000181722,0.000176883,0.000127474,0.000203761,0.000169291,0.000215268,0.000221449,0.000123883,0.000150097,0.000139853,0.000119926,0.000206772,0.000200209,0.000177271,0.000172853,0.000223757,0.000200827,0.000162968,0.000193802,0.0001988,0.000181057,0.000133966,0.000112345,0.000220967,0.000220075
Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Festuca,0,0,0,0,0,7.64047E-06,0,0,0,0,0,0,0,7.23804E-06,0,0,0,0,0,0,0,0,0,0,1.89517E-05,1.34183E-05,0,0,0,0,0,0,7.76959E-06,0,0,0,0,7.20222E-06,0,0,2.60749E-05,0,0,0,0,0,0,0
Bacteria,Fibrobacteres,Fibrobacteres (class),Fibrobacterales,Fibrobacteraceae,Fibrobacter,0.000131762,0.000192415,0.000148032,0.000139361,0.000117436,0.000198652,0.000151606,0.000139294,0.00012864,0.00017705,0.000181559,0.000123438,0.000117612,0.000144761,0.000214699,0.000130145,0.000185674,0.000191603,0.000119772,0.000141663,0.000193158,0.000197804,0.000136477,0.000132162,0.000132662,0.000120765,8.49005E-05,0.00011583,8.16533E-05,0.000158178,8.01597E-05,0.000142592,0.000147622,0.000134916,0.000124063,0.000116788,0.000112809,0.000165651,0.000149171,0.000163637,0.000117337,9.69008E-05,0.000253642,0.000150881,8.18684E-05,0.000129629,0.000149942,0.000144187
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,2.19603E-05,6.87195E-06,1.48032E-05,2.20043E-05,2.93589E-05,1.52809E-05,3.15846E-05,2.19938E-05,0,1.60954E-05,0,3.42884E-05,1.56816E-05,1.44761E-05,1.38516E-05,2.73989E-05,1.32624E-05,7.36936E-06,0,7.08316E-06,2.97166E-05,1.46521E-05,3.79104E-05,4.95606E-05,1.26345E-05,2.01275E-05,8.49005E-06,1.78201E-05,1.4846E-05,1.58178E-05,2.18617E-05,3.00194E-05,2.33088E-05,2.99814E-05,1.37848E-05,0,3.2231E-05,1.44044E-05,1.49171E-05,0,6.51873E-06,3.23003E-05,3.42759E-05,1.50881E-05,7.44258E-06,3.45677E-05,2.3675E-05,1.51776E-05
Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Filobasidiella,0.000153722,0.000130567,0.000133229,8.06824E-05,0.000139455,9.16856E-05,6.31692E-05,6.59814E-05,7.56704E-05,0.000112668,9.07796E-05,0.000102865,0.00010193,0.000101333,0.000124664,9.58963E-05,0.000139255,0.000125279,9.15906E-05,7.79147E-05,7.42914E-05,6.59345E-05,9.8567E-05,0.000148682,8.21241E-05,0.000107347,5.94303E-05,0.00011583,7.42302E-05,0.000118633,0.00013117,4.50292E-05,0.000163161,0.000194879,0.000110279,0.000116788,9.66931E-05,0.000100831,8.20442E-05,0.000111571,9.12623E-05,7.26756E-05,0.000116538,0.000120705,0.000141409,0.000112345,0.000118375,6.07105E-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Finegoldia,5.12408E-05,3.43598E-05,8.88191E-05,5.13434E-05,7.33972E-05,9.93261E-05,6.94861E-05,7.33127E-05,1.51341E-05,6.43817E-05,4.88813E-05,1.37154E-05,3.13632E-05,1.44761E-05,3.46289E-05,6.16476E-05,3.97873E-05,5.89549E-05,2.11363E-05,2.83326E-05,5.2004E-05,3.66303E-05,5.30745E-05,8.26009E-05,2.5269E-05,7.38007E-05,2.54701E-05,3.56401E-05,3.71151E-05,1.58178E-05,7.28725E-05,6.00389E-05,3.88479E-05,2.99814E-05,4.82469E-05,0.000108446,8.86353E-05,3.60111E-05,4.47514E-05,2.97522E-05,4.56311E-05,4.84504E-05,4.79863E-05,6.78963E-05,3.72129E-05,4.32096E-05,7.1025E-05,3.03552E-05
Viruses,unclassified (derived from Viruses),unclassified (derived from Viruses),unclassified (derived from Viruses),Flaviviridae,Flavivirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48583E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0.001573823,0.001800452,0.002020636,0.001503627,0.00207714,0.001665622,0.001648716,0.002397326,0.001823658,0.001883163,0.002122846,0.001824142,0.002022927,0.001831223,0.001759149,0.001869978,0.001995995,0.001532827,0.001986811,0.002004533,0.00208016,0.001868146,0.002539995,0.001561158,0.001642482,0.00199262,0.001451798,0.001514706,0.001610796,0.002443847,0.001362716,0.001921244,0.001546147,0.001941296,0.001971231,0.001618352,0.001313415,0.001534074,0.001439504,0.002119842,0.001909989,0.001978391,0.002022279,0.002180227,0.001912743,0.001961716,0.001870324,0.00229182
Eukaryota,Chlorophyta,Chlorophyceae,Chaetopeltidales,Chaetopeltidaceae,Floydiella,0,6.87195E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter,0,0,7.4016E-06,0,0,0,0,0,7.56704E-06,0,0,0,0,0,0,6.84974E-06,0,0,0,0,0,0,0,0,0,0,0,0,7.42302E-06,0,7.28725E-06,0,7.76959E-06,0,0,0,0,0,7.45857E-06,0,0,0,0,7.54404E-06,7.44258E-06,0,0,0
